Date,EIK,EIM,GRND,HAGA,ICEAIR,MARL,N1,NYHR,OSSRu,REGINN,REITIR,SIMINN,SJOVA,SKEL,TM,VIS,VOICE,OMXIPI_Index
2016-11-01 00:00:00,,,,,,,,,,,,,,,,,,1227.91
2016-11-01 18:00:00,10.29,316.0,27.35,51.4,24.05,242.0,92.5,17.825,405.0,24.55,92.0,3.1,13.56,,26.7,8.95,44.3,
2016-11-02 00:00:00,,,,,,,,,,,,,,,,,,1228.98
2016-11-02 18:00:00,10.39,321.0,27.8,50.85,23.7,239.5,94.1,18.15,405.0,24.7,92.2,3.13,14.15,,26.85,9.0,45.7,
2016-11-03 00:00:00,,,,,,,,,,,,,,,,,,1231.97
2016-11-03 18:00:00,10.35,319.5,27.5,51.0,24.0,242.0,93.2,18.2,405.0,25.2,91.4,3.12,14.1,,27.0,9.0,45.7,
2016-11-04 00:00:00,,,,,,,,,,,,,,,,,,1229.12
2016-11-04 18:00:00,10.45,319.5,27.6,50.95,23.8,240.5,93.5,18.2,400.0,25.5,92.3,3.12,14.25,,26.75,9.1,46.2,
2016-11-07 00:00:00,,,,,,,,,,,,,,,,,,1213.19
2016-11-07 18:00:00,10.45,319.5,27.6,51.2,23.9,240.0,93.0,18.5,375.0,24.95,91.1,3.115,14.2,,27.15,9.1,46.0,
2016-11-08 00:00:00,,,,,,,,,,,,,,,,,,1204.15
2016-11-08 18:00:00,10.36,317.5,27.0,52.1,23.65,235.0,92.0,18.15,375.0,25.0,91.1,3.09,14.2,,26.9,8.9,46.0,
2016-11-09 00:00:00,,,,,,,,,,,,,,,,,,1202.45
2016-11-09 18:00:00,10.4,315.0,26.45,51.9,23.35,233.0,91.85,18.45,382.0,25.25,91.3,3.07,14.15,,26.75,8.875,46.0,
2016-11-10 00:00:00,,,,,,,,,,,,,,,,,,1221.56
2016-11-10 18:00:00,10.3,313.75,26.45,52.5,23.65,238.5,92.5,19.25,400.0,25.0,91.3,3.06,14.41,,27.55,8.95,45.9,
2016-11-11 00:00:00,,,,,,,,,,,,,,,,,,1234.22
2016-11-11 18:00:00,10.35,315.0,25.9,52.8,24.4,245.5,94.1,19.25,400.0,25.3,90.8,3.08,14.51,,27.65,9.03,45.6,
2016-11-14 00:00:00,,,,,,,,,,,,,,,,,,1234.57
2016-11-14 18:00:00,10.4,315.25,26.7,52.4,23.9,247.0,94.8,19.85,400.0,25.0,91.25,3.07,14.51,,27.775,9.07,45.75,
2016-11-15 00:00:00,,,,,,,,,,,,,,,,,,1225.2
2016-11-15 18:00:00,10.35,313.5,26.3,53.2,23.3,243.5,94.2,19.75,400.0,24.65,90.85,3.055,14.49,,27.75,9.055,45.6,
2016-11-16 00:00:00,,,,,,,,,,,,,,,,,,1216.57
2016-11-16 18:00:00,10.2,317.0,26.15,52.35,23.4,246.5,93.2,19.5,385.0,24.6,90.2,3.03,14.49,,27.7,8.93,45.5,
2016-11-17 00:00:00,,,,,,,,,,,,,,,,,,1218.27
2016-11-17 18:00:00,10.22,323.5,26.15,52.4,23.45,245.5,93.2,19.5,385.0,24.6,90.65,3.02,14.47,,27.95,8.93,45.5,
2016-11-18 00:00:00,,,,,,,,,,,,,,,,,,1226.44
2016-11-18 18:00:00,10.29,334.0,26.15,52.95,23.55,245.0,94.6,19.9,385.0,25.05,90.9,3.05,14.93,,28.575,9.08,45.25,
2016-11-21 00:00:00,,,,,,,,,,,,,,,,,,1223.57
2016-11-21 18:00:00,10.25,335.0,26.15,52.95,23.5,243.0,94.05,19.7,385.0,25.2,90.75,3.05,14.82,,28.25,9.08,45.25,
2016-11-22 00:00:00,,,,,,,,,,,,,,,,,,1218.06
2016-11-22 18:00:00,10.3,330.5,25.3,53.2,23.5,241.5,94.1,19.85,385.0,25.0,90.2,3.04,14.75,,28.0,9.08,44.675,
2016-11-23 00:00:00,,,,,,,,,,,,,,,,,,1220.05
2016-11-23 18:00:00,10.28,331.0,25.55,53.0,23.85,241.5,94.9,20.0,382.0,25.1,90.45,3.05,14.86,,28.1,9.015,44.8,
2016-11-24 00:00:00,,,,,,,,,,,,,,,,,,1236.08
2016-11-24 18:00:00,10.56,339.0,26.35,53.4,24.15,246.0,95.3,20.2,382.0,25.5,92.0,3.08,15.05,,28.4,9.05,45.8,
2016-11-25 00:00:00,,,,,,,,,,,,,,,,,,1231.64
2016-11-25 18:00:00,10.45,337.5,26.35,52.95,24.05,244.5,96.0,19.75,382.0,25.65,91.75,3.105,14.81,,27.55,9.05,45.85,
2016-11-28 00:00:00,,,,,,,,,,,,,,,,,,1233.19
2016-11-28 18:00:00,10.41,338.5,26.0,52.6,24.25,245.5,96.5,20.2,382.0,25.65,91.6,3.1,14.96,,27.5,9.05,46.1,
2016-11-29 00:00:00,,,,,,,,,,,,,,,,,,1238.17
2016-11-29 18:00:00,10.46,337.25,26.05,52.6,24.45,244.5,96.6,20.2,390.0,25.675,91.6,3.1,15.0,,27.4,9.02,46.375,
2016-11-30 00:00:00,,,,,,,,,,,,,,,,,,1228.61
2016-11-30 18:00:00,10.48,332.0,26.3,52.2,23.95,239.5,96.1,20.05,390.0,25.7,91.6,3.105,15.0,,27.55,8.98,46.1,
2016-12-01 00:00:00,,,,,,,,,,,,,,,,,,1229.44
2016-12-01 18:00:00,10.45,330.5,27.4,52.9,23.85,240.0,98.1,20.05,385.0,25.7,91.8,3.09,14.75,,28.0,8.97,46.05,
2016-12-02 00:00:00,,,,,,,,,,,,,,,,,,1218.57
2016-12-02 18:00:00,10.39,329.0,27.7,52.2,23.5,235.0,98.0,19.95,385.0,25.25,90.1,3.09,14.77,,27.85,8.93,46.05,
2016-12-05 00:00:00,,,,,,,,,,,,,,,,,,1216.39
2016-12-05 18:00:00,10.35,331.0,27.5,51.7,23.3,235.0,98.0,19.95,385.0,24.95,90.9,3.08,14.85,,27.85,8.93,45.6,
2016-12-06 00:00:00,,,,,,,,,,,,,,,,,,1223.34
2016-12-06 18:00:00,10.47,334.0,27.9,51.9,23.65,236.0,98.8,20.25,385.0,25.1,91.2,3.06,14.73,,27.85,8.93,47.2,
2016-12-07 00:00:00,,,,,,,,,,,,,,,,,,1226.06
2016-12-07 18:00:00,10.47,337.5,27.9,52.6,23.5,234.5,100.5,20.4,385.0,25.35,91.7,3.08,14.95,,27.75,9.03,48.35,
2016-12-08 00:00:00,,,,,,,,,,,,,,,,,,1216.0
2016-12-08 18:00:00,10.52,337.5,27.7,53.2,23.65,235.0,101.0,20.4,360.0,25.55,91.9,3.16,14.9,,27.75,9.1,49.1,
2016-12-09 00:00:00,,,,,,,,,,,,,,,,,,1214.84
2016-12-09 18:00:00,10.52,334.0,27.55,53.35,23.75,234.5,100.5,20.4,360.0,25.4,92.0,3.15,14.9,6.9,28.0,9.1,49.1,
2016-12-12 00:00:00,,,,,,,,,,,,,,,,,,1206.54
2016-12-12 18:00:00,10.47,334.0,27.5,53.6,23.2,236.0,100.5,20.35,350.0,25.5,91.7,3.14,14.915,6.82,28.0,9.1,48.5,
2016-12-13 00:00:00,,,,,,,,,,,,,,,,,,1201.51
2016-12-13 18:00:00,10.47,326.0,27.3,53.1,23.2,236.0,99.2,20.2,350.0,25.5,91.2,3.14,14.95,6.61,27.75,9.065,48.8,
2016-12-14 00:00:00,,,,,,,,,,,,,,,,,,1213.97
2016-12-14 18:00:00,10.52,329.5,27.3,54.45,23.5,234.0,100.0,20.45,360.0,25.9,92.1,3.16,15.15,6.62,28.3,9.06,49.45,
2016-12-15 00:00:00,,,,,,,,,,,,,,,,,,1210.04
2016-12-15 18:00:00,10.595,329.5,26.65,54.1,22.95,234.5,133.5,20.0,365.0,25.75,92.1,3.12,15.1,6.59,28.05,9.06,49.3,
2016-12-16 00:00:00,,,,,,,,,,,,,,,,,,1218.93
2016-12-16 18:00:00,10.66,329.5,26.65,54.8,23.1,239.0,132.0,20.45,370.0,25.75,91.8,3.13,15.1,6.6,28.0,9.06,49.35,
2016-12-19 00:00:00,,,,,,,,,,,,,,,,,,1217.15
2016-12-19 18:00:00,10.67,325.0,26.6,54.5,23.25,237.0,129.5,20.0,370.0,25.85,93.1,3.14,15.15,6.65,28.0,9.12,49.2,
2016-12-20 00:00:00,,,,,,,,,,,,,,,,,,1196.36
2016-12-20 18:00:00,10.71,325.0,26.25,54.5,23.3,240.0,128.0,19.9,330.0,25.8,93.1,3.17,15.15,6.61,27.95,9.06,48.85,
2016-12-21 00:00:00,,,,,,,,,,,,,,,,,,1229.42
2016-12-21 18:00:00,10.74,324.0,26.35,54.3,23.85,243.0,128.0,19.9,375.0,25.85,93.8,3.19,15.1,6.71,28.1,9.16,48.85,
2016-12-22 00:00:00,,,,,,,,,,,,,,,,,,1234.45
2016-12-22 18:00:00,10.83,327.0,26.0,54.3,23.85,245.0,130.0,20.35,375.0,26.1,94.7,3.15,15.2,6.81,28.1,9.11,50.95,
2016-12-23 00:00:00,,,,,,,,,,,,,,,,,,1235.51
2016-12-23 18:00:00,10.83,327.0,26.0,54.6,23.9,246.0,129.5,20.35,375.0,26.2,93.9,3.16,15.2,6.78,28.1,9.15,50.7,
2016-12-27 00:00:00,,,,,,,,,,,,,,,,,,1231.61
2016-12-27 18:00:00,10.72,327.0,26.0,54.4,23.55,246.0,129.5,20.35,375.0,26.1,93.7,3.16,15.1,6.75,28.05,9.05,51.0,
2016-12-28 00:00:00,,,,,,,,,,,,,,,,,,1228.25
2016-12-28 18:00:00,10.73,323.5,26.225,54.2,23.05,243.0,129.0,20.4,380.0,26.2,94.5,3.15,15.1,6.69,27.7,9.08,51.0,
2016-12-29 00:00:00,,,,,,,,,,,,,,,,,,1227.84
2016-12-29 18:00:00,10.68,322.5,26.3,54.1,23.1,243.5,128.5,20.4,380.0,26.2,94.0,3.14,15.0,6.65,28.05,9.08,51.0,
2016-12-30 00:00:00,,,,,,,,,,,,,,,,,,1232.09
2016-12-30 18:00:00,10.7,322.5,26.0,54.0,23.1,243.0,129.0,20.4,390.0,26.2,93.5,3.13,15.0,6.77,28.05,9.08,51.0,
