"DateTime","Vátryggingafélag Íslands Verð ","Vátryggingafélag Íslands Magn"
"2016-09-29 18:00:00",8.49,1750632
"2016-09-30 18:00:00",8.34,6119153
"2016-10-03 18:00:00",8.45,4200000
"2016-10-04 18:00:00",8.5,13455523
"2016-10-05 18:00:00",8.58,6000000
"2016-10-06 18:00:00",8.65,350000
"2016-10-07 18:00:00",8.65,1630576
"2016-10-10 18:00:00",8.67,511523
"2016-10-11 18:00:00",8.74,20000000
"2016-10-12 18:00:00",8.62,63132
"2016-10-13 18:00:00",8.73,14088962
"2016-10-14 18:00:00",8.75,11225000
"2016-10-17 18:00:00",8.71,1140000
"2016-10-18 18:00:00",8.71,6762893
"2016-10-19 18:00:00",8.69,5500000
"2016-10-20 18:00:00",8.7,50314
"2016-10-21 18:00:00",8.66,750000
"2016-10-24 18:00:00",8.67,3000000
"2016-10-25 18:00:00",8.65,3000000
"2016-10-26 18:00:00",8.76,4311000
"2016-10-27 18:00:00",8.74,17211000
"2016-10-28 18:00:00",8.92,6155406
"2016-10-31 18:00:00",8.97,28412893
"2016-11-01 18:00:00",8.95,11700786
"2016-11-02 18:00:00",9,3606902
"2016-11-03 18:00:00",9,882704
"2016-11-04 18:00:00",9.1,110000
"2016-11-07 18:00:00",9.1,0
"2016-11-08 18:00:00",8.9,2300000
"2016-11-09 18:00:00",8.875,7000000
"2016-11-10 18:00:00",8.95,8124575
"2016-11-11 18:00:00",9.03,1692867
"2016-11-14 18:00:00",9.07,3130000
"2016-11-15 18:00:00",9.055,4400000
"2016-11-16 18:00:00",8.93,6000000
"2016-11-17 18:00:00",8.93,0
"2016-11-18 18:00:00",9.08,3184802
"2016-11-21 18:00:00",9.08,5000000
"2016-11-22 18:00:00",9.08,0
"2016-11-23 18:00:00",9.015,1000000
"2016-11-24 18:00:00",9.05,2094340
"2016-11-25 18:00:00",9.05,1000000
"2016-11-28 18:00:00",9.05,0
"2016-11-29 18:00:00",9.02,10375912
"2016-11-30 18:00:00",8.98,35276179
"2016-12-01 18:00:00",8.97,3674893
"2016-12-02 18:00:00",8.93,10550000
"2016-12-05 18:00:00",8.93,0
"2016-12-06 18:00:00",8.93,0
"2016-12-07 18:00:00",9.03,21798519
"2016-12-08 18:00:00",9.1,1540000
"2016-12-09 18:00:00",9.1,11235000
"2016-12-12 18:00:00",9.1,0
"2016-12-13 18:00:00",9.065,16577924
"2016-12-14 18:00:00",9.06,1589033
"2016-12-15 18:00:00",9.06,0
"2016-12-16 18:00:00",9.06,25157
"2016-12-19 18:00:00",9.12,7500000
"2016-12-20 18:00:00",9.06,125786
"2016-12-21 18:00:00",9.16,2902121
"2016-12-22 18:00:00",9.11,1285679
"2016-12-23 18:00:00",9.15,91000
"2016-12-27 18:00:00",9.05,1500000
"2016-12-28 18:00:00",9.08,2476100
"2016-12-29 18:00:00",9.08,600000
"2016-12-30 18:00:00",9.08,3000000
"2017-01-02 18:00:00",9.19,5705000
"2017-01-03 18:00:00",9.18,3000000
"2017-01-04 18:00:00",9.1,15150000
"2017-01-05 18:00:00",9.2,4450869
"2017-01-06 18:00:00",9.2,2268000
"2017-01-09 18:00:00",9.13,1511580
"2017-01-10 18:00:00",9.12,4000000
"2017-01-11 18:00:00",9.09,1720000
"2017-01-12 18:00:00",9.05,3000000
"2017-01-13 18:00:00",9.1,77000
"2017-01-16 18:00:00",9.05,1250540
"2017-01-17 18:00:00",9.04,10058266
"2017-01-18 18:00:00",9.13,60000
"2017-01-19 18:00:00",9.11,5894340
"2017-01-20 18:00:00",9.18,4640000
"2017-01-23 18:00:00",9.155,1500000
"2017-01-24 18:00:00",9.2,18092625
"2017-01-25 18:00:00",9.29,16735896
"2017-01-26 18:00:00",9.26,4506178
"2017-01-27 18:00:00",9.31,20000000
"2017-01-30 18:00:00",9.27,408266
"2017-01-31 18:00:00",9.27,10121100
"2017-02-01 18:00:00",9.05,5017232
"2017-02-02 18:00:00",9.215,13130000
"2017-02-03 18:00:00",9.17,11327625
"2017-02-06 18:00:00",9.235,4562893
"2017-02-07 18:00:00",9.14,11900000
"2017-02-08 18:00:00",9.07,4737312
"2017-02-09 18:00:00",9.2,16227300
"2017-02-10 18:00:00",9.4,40000000
"2017-02-13 18:00:00",9.75,49027400
"2017-02-14 18:00:00",10.08,23957659
"2017-02-15 18:00:00",9.82,12331364
"2017-02-16 18:00:00",9.88,3350000
"2017-02-17 18:00:00",9.85,37564090
"2017-02-20 18:00:00",9.75,3685000
"2017-02-21 18:00:00",9.68,9767246
"2017-02-22 18:00:00",9.68,0
"2017-02-23 18:00:00",9.68,20000
"2017-02-24 18:00:00",9.46,2113218
"2017-02-27 18:00:00",9.46,3048000
"2017-02-28 18:00:00",9.54,28844554
"2017-03-01 18:00:00",9.54,11758893
"2017-03-02 18:00:00",9.61,110000
"2017-03-03 18:00:00",9.6,12864242
"2017-03-06 18:00:00",9.79,38571300
"2017-03-07 18:00:00",10.285,46220495
"2017-03-08 18:00:00",10.18,19030000
"2017-03-09 18:00:00",10.27,8500000
"2017-03-10 18:00:00",10.07,7029893
"2017-03-13 18:00:00",10.21,7052962
"2017-03-14 18:00:00",10.45,44685144
"2017-03-15 18:00:00",10.7,29306800
"2017-03-16 18:00:00",10.7,0
"2017-03-17 18:00:00",10.9,10646915
"2017-03-20 18:00:00",10.95,5036550
"2017-03-21 18:00:00",11.18,100583006
"2017-03-22 18:00:00",11.05,5009740
"2017-03-23 18:00:00",10.98,4045000
"2017-03-24 18:00:00",10.91,28750000
"2017-03-27 18:00:00",10.93,2148578
"2017-03-28 18:00:00",10.765,7720000
"2017-03-29 18:00:00",10.56,7200001
"2017-03-30 18:00:00",10.47,4000000
"2017-03-31 18:00:00",10.47,0
"2017-04-03 18:00:00",10.47,15000000
"2017-04-04 18:00:00",10.65,18072892
"2017-04-05 18:00:00",10.7,5029959
"2017-04-06 18:00:00",10.58,1037368
"2017-04-07 18:00:00",10.58,0
"2017-04-10 18:00:00",10.55,940660
"2017-04-11 18:00:00",10.55,5650226
"2017-04-12 18:00:00",10.6,143000
"2017-04-18 18:00:00",10.6,1500000
"2017-04-19 18:00:00",10.43,1500000
"2017-04-21 18:00:00",10.45,1500000
"2017-04-24 18:00:00",10.55,1676299
"2017-04-25 18:00:00",10.65,17600000
"2017-04-26 18:00:00",10.64,7034893
"2017-04-27 18:00:00",10.8,7524200
"2017-04-28 18:00:00",10.85,5664364
"2017-05-02 18:00:00",10.92,20798800
"2017-05-03 18:00:00",11.08,68701352
"2017-05-04 18:00:00",11.2,28396856
"2017-05-05 18:00:00",11.26,3199600
"2017-05-08 18:00:00",11.34,37930000
"2017-05-09 18:00:00",11.45,51312893
"2017-05-10 18:00:00",11.6,13876445
"2017-05-11 18:00:00",11.2,30281600
"2017-05-12 18:00:00",11.095,7584000
"2017-05-15 18:00:00",11.16,2225792
"2017-05-16 18:00:00",11,6820000
"2017-05-17 18:00:00",11.3,15631777
"2017-05-18 18:00:00",11.265,7844052
"2017-05-19 18:00:00",11.33,1500000
"2017-05-22 18:00:00",11.3,8062893
"2017-05-23 18:00:00",11.29,92368
"2017-05-24 18:00:00",11.24,8248719
"2017-05-26 18:00:00",11.24,2602800
"2017-05-29 18:00:00",11.2,32000
"2017-05-30 18:00:00",11.2,12149500
"2017-05-31 18:00:00",11.09,184288000
"2017-06-01 18:00:00",11.2,3000000
"2017-06-02 18:00:00",11.06,7834000
"2017-06-06 18:00:00",11.115,3572121
"2017-06-07 18:00:00",11.115,0
"2017-06-08 18:00:00",11.18,25905000
"2017-06-09 18:00:00",11.25,3500000
