"DateTime","Fjarskipti Verð ","Fjarskipti Magn"
"2017-03-21 18:00:00",59.65,50000
"2017-03-22 18:00:00",59.2,800000
"2017-03-23 18:00:00",59.2,0
"2017-03-24 18:00:00",58.7,798241
"2017-03-27 18:00:00",59.65,1664859
"2017-03-28 18:00:00",60,2033000
"2017-03-29 18:00:00",60.2,1000000
"2017-03-30 18:00:00",59.7,1300000
"2017-03-31 18:00:00",59.7,2900000
"2017-04-03 18:00:00",59.7,2533501
"2017-04-04 18:00:00",60,602500
"2017-04-05 18:00:00",60.5,3050000
"2017-04-06 18:00:00",60.8,3165266
"2017-04-07 18:00:00",60.95,5300000
"2017-04-10 18:00:00",60.95,4000000
"2017-04-11 18:00:00",61.4,416300
"2017-04-12 18:00:00",60.8,381600
"2017-04-18 18:00:00",61.3,48860
"2017-04-19 18:00:00",60.9,85604
"2017-04-21 18:00:00",60.9,0
"2017-04-24 18:00:00",61.6,1015604
"2017-04-25 18:00:00",61.6,0
"2017-04-26 18:00:00",61.2,800000
"2017-04-27 18:00:00",61.1,2616200
"2017-04-28 18:00:00",61.5,3700000
"2017-05-02 18:00:00",61,3448940
"2017-05-03 18:00:00",62.45,2575800
"2017-05-04 18:00:00",62.3,1117987
"2017-05-05 18:00:00",62.9,107000
"2017-05-08 18:00:00",62.9,81000
"2017-05-09 18:00:00",62.65,3241546
"2017-05-10 18:00:00",62.45,1536600
"2017-05-11 18:00:00",62.7,42000
"2017-05-12 18:00:00",62.5,1428000
"2017-05-15 18:00:00",62.5,0
"2017-05-16 18:00:00",62.5,1250000
"2017-05-17 18:00:00",62.75,507000
"2017-05-18 18:00:00",61.8,825000
"2017-05-19 18:00:00",61.6,500000
"2017-05-22 18:00:00",60.5,1309000
"2017-05-23 18:00:00",60.5,0
"2017-05-24 18:00:00",61.1,2373129
"2017-05-26 18:00:00",61,113000
"2017-05-29 18:00:00",61.4,2400000
"2017-05-30 18:00:00",60.7,463328
"2017-05-31 18:00:00",60.7,0
"2017-06-01 18:00:00",60.7,0
"2017-06-02 18:00:00",60.1,1516000
"2017-06-06 18:00:00",60.1,0
"2017-06-07 18:00:00",60.75,520000
"2017-06-08 18:00:00",60.5,199328
"2017-06-09 18:00:00",61,400000
