"DateTime","Reginn Verð ","Reginn Magn"
"2012-09-06 18:00:00",8.98,12451941
"2012-09-07 18:00:00",8.98,4676466
"2012-09-10 18:00:00",9.01,530488
"2012-09-11 18:00:00",9,3658539
"2012-09-12 18:00:00",9,731709
"2012-09-13 18:00:00",9.1,3500000
"2012-09-14 18:00:00",9.35,11588781
"2012-09-17 18:00:00",9.35,305000
"2012-09-18 18:00:00",9.425,12760864
"2012-09-19 18:00:00",9.5,12651108
"2012-09-20 18:00:00",9.56,2446829
"2012-09-21 18:00:00",9.56,1174508
"2012-09-24 18:00:00",9.58,104490
"2012-09-25 18:00:00",9.48,16077
"2012-09-26 18:00:00",9.57,194413
"2012-09-27 18:00:00",9.78,4778004
"2012-09-28 18:00:00",9.77,39000
"2012-10-01 18:00:00",9.93,3592508
"2012-10-02 18:00:00",9.87,245438
"2012-10-03 18:00:00",9.87,18903
"2012-10-04 18:00:00",9.87,421952
"2012-10-05 18:00:00",9.88,0
"2012-10-08 18:00:00",9.96,3686196
"2012-10-09 18:00:00",10.02,14061339
"2012-10-10 18:00:00",10.02,6852243
"2012-10-11 18:00:00",10.03,3300000
"2012-10-12 18:00:00",10.2,6647842
"2012-10-15 18:00:00",10.2,0
"2012-10-16 18:00:00",10.14,23171
"2012-10-17 18:00:00",10.12,3158000
"2012-10-18 18:00:00",10.3,8953452
"2012-10-19 18:00:00",10.4,40000
"2012-10-22 18:00:00",10.3,293903
"2012-10-23 18:00:00",10.26,409759
"2012-10-24 18:00:00",10.29,124634
"2012-10-25 18:00:00",10.3,707749
"2012-10-26 18:00:00",10.25,508191
"2012-10-29 18:00:00",10.29,600000
"2012-10-30 18:00:00",10.25,808265
"2012-10-31 18:00:00",10.15,161000
"2012-11-01 18:00:00",10.16,199200
"2012-11-02 18:00:00",10.05,2024476
"2012-11-05 18:00:00",10.05,198123
"2012-11-06 18:00:00",10.15,7659989
"2012-11-07 18:00:00",10.2,1227643
"2012-11-08 18:00:00",10.35,2699164
"2012-11-09 18:00:00",10.45,2330665
"2012-11-12 18:00:00",10.45,4304879
"2012-11-13 18:00:00",10.53,3133808
"2012-11-14 18:00:00",10.6,1900000
"2012-11-15 18:00:00",10.55,490845
"2012-11-16 18:00:00",10.55,1690452
"2012-11-19 18:00:00",10.78,12292348
"2012-11-20 18:00:00",10.8,88523
"2012-11-21 18:00:00",10.73,1735074
"2012-11-22 18:00:00",10.8,109226
"2012-11-23 18:00:00",10.8,0
"2012-11-26 18:00:00",10.8,0
"2012-11-27 18:00:00",10.8,15800
"2012-11-28 18:00:00",10.77,353000
"2012-11-29 18:00:00",10.89,20710270
"2012-11-30 18:00:00",10.95,4860017
"2012-12-03 18:00:00",10.95,223908
"2012-12-04 18:00:00",10.75,8487667
"2012-12-05 18:00:00",10.7,4023148
"2012-12-06 18:00:00",10.73,7267096
"2012-12-07 18:00:00",10.74,7000
"2012-12-10 18:00:00",10.68,1488355
"2012-12-11 18:00:00",10.68,210000
"2012-12-12 18:00:00",10.7,183782
"2012-12-13 18:00:00",10.75,353566
"2012-12-14 18:00:00",10.75,166000
"2012-12-17 18:00:00",10.76,4506428
"2012-12-18 18:00:00",10.7,6443903
"2012-12-19 18:00:00",10.58,2145063
"2012-12-20 18:00:00",10.71,4439324
"2012-12-21 18:00:00",10.85,4588098
"2012-12-27 18:00:00",10.86,795122
"2012-12-28 18:00:00",11,4948408
"2013-01-02 18:00:00",11,11652196
"2013-01-03 18:00:00",11.3,5571196
"2013-01-04 18:00:00",11.36,676000
"2013-01-07 18:00:00",11.605,2870976
"2013-01-08 18:00:00",11.52,5895785
"2013-01-09 18:00:00",11.6,1010000
"2013-01-10 18:00:00",11.9,14391900
"2013-01-11 18:00:00",12.3,67596238
"2013-01-14 18:00:00",12.43,1721179
"2013-01-15 18:00:00",12.58,16000
"2013-01-16 18:00:00",12.6,2052793
"2013-01-17 18:00:00",12.47,805864
"2013-01-18 18:00:00",12.35,5800476
"2013-01-21 18:00:00",12.23,294291
"2013-01-22 18:00:00",12.25,207285
"2013-01-23 18:00:00",12.3,5000002
"2013-01-24 18:00:00",12.52,15998781
"2013-01-25 18:00:00",12.49,9000
"2013-01-28 18:00:00",12.72,6072149
"2013-01-29 18:00:00",12.78,4704500
"2013-01-30 18:00:00",12.8,62976
"2013-01-31 18:00:00",13.03,5000000
"2013-02-01 18:00:00",13.09,2098642
"2013-02-04 18:00:00",13.09,1200000
"2013-02-05 18:00:00",13.1,2573499
"2013-02-06 18:00:00",13.13,4465000
"2013-02-07 18:00:00",13.1,4589249
"2013-02-08 18:00:00",13.2,4423070
"2013-02-11 18:00:00",13.02,655595
"2013-02-12 18:00:00",12.95,1000000
"2013-02-13 18:00:00",13.09,4195050
"2013-02-14 18:00:00",13,1710196
"2013-02-15 18:00:00",13.1,13564198
"2013-02-18 18:00:00",13.07,3233683
"2013-02-19 18:00:00",13.08,5004557
"2013-02-20 18:00:00",13.09,150000
"2013-02-21 18:00:00",13.18,6045911
"2013-02-22 18:00:00",13.1,4000000
"2013-02-25 18:00:00",13.15,5370510
"2013-02-26 18:00:00",13.43,8245106
"2013-02-27 18:00:00",13.42,3287230
"2013-02-28 18:00:00",13.19,3225500
"2013-03-01 18:00:00",13.22,7685000
"2013-03-04 18:00:00",13.1,435854
"2013-03-05 18:00:00",13.11,2182928
"2013-03-06 18:00:00",13.72,12901838
"2013-03-07 18:00:00",13.78,8865005
"2013-03-08 18:00:00",13.715,6005600
"2013-03-11 18:00:00",13.68,11738649
"2013-03-12 18:00:00",13.6,94280
"2013-03-13 18:00:00",13.69,2550000
"2013-03-14 18:00:00",13.65,121952
"2013-03-15 18:00:00",13.65,2544104
"2013-03-18 18:00:00",13.5,1050000
"2013-03-19 18:00:00",13.35,10012196
"2013-03-20 18:00:00",13.47,625000
"2013-03-21 18:00:00",13.47,0
"2013-03-22 18:00:00",13.4,5565976
"2013-03-25 18:00:00",13.35,847976
"2013-03-26 18:00:00",13.4,1102475
"2013-03-27 18:00:00",13.5,5252208
"2013-04-02 18:00:00",13.55,6319562
"2013-04-03 18:00:00",13.5,14635
"2013-04-04 18:00:00",13.4,465854
"2013-04-05 18:00:00",13.4,1705000
"2013-04-08 18:00:00",13.43,1175776
"2013-04-09 18:00:00",13.43,7645
"2013-04-10 18:00:00",13.4,100732
"2013-04-11 18:00:00",13.4,111171
"2013-04-12 18:00:00",13.4,1000000
"2013-04-15 18:00:00",13.1,550252
"2013-04-16 18:00:00",13.25,4589016
"2013-04-17 18:00:00",13.48,2773567
"2013-04-18 18:00:00",13.6,6981101
"2013-04-19 18:00:00",13.61,1923659
"2013-04-22 18:00:00",13.5,3922100
"2013-04-23 18:00:00",13.55,2651586
"2013-04-24 18:00:00",13.6,1100000
"2013-04-26 18:00:00",13.63,1585042
"2013-04-29 18:00:00",13.4,1825718
"2013-04-30 18:00:00",13.35,2650000
"2013-05-02 18:00:00",13.23,4500000
"2013-05-03 18:00:00",13.25,170733
"2013-05-06 18:00:00",13.2,2386951
"2013-05-07 18:00:00",13.2,2499957
"2013-05-08 18:00:00",13.25,2843691
"2013-05-10 18:00:00",13.15,2670106
"2013-05-13 18:00:00",13,6604172
"2013-05-14 18:00:00",12.78,7825071
"2013-05-15 18:00:00",12.78,3265709
"2013-05-16 18:00:00",12.61,46810724
"2013-05-17 18:00:00",12.72,3552953
"2013-05-21 18:00:00",12.56,2417681
"2013-05-22 18:00:00",12.72,3120000
"2013-05-23 18:00:00",12.72,0
"2013-05-24 18:00:00",12.73,3460817
"2013-05-27 18:00:00",12.7,34060784
"2013-05-28 18:00:00",12.32,5106856
"2013-05-29 18:00:00",12.3,5510000
"2013-05-30 18:00:00",12.4,4500000
"2013-05-31 18:00:00",12.35,16080536
"2013-06-03 18:00:00",12.5,4717723
"2013-06-04 18:00:00",12.31,7228455
