"DateTime","Icelandair Group Verð ","Icelandair Group Magn"
"2009-07-17 18:00:00",4.2,0
"2009-07-20 18:00:00",4.1,0
"2009-07-21 18:00:00",4.1,9000
"2009-07-22 18:00:00",4.1,0
"2009-07-23 18:00:00",4.1,0
"2009-07-24 18:00:00",4,0
"2009-07-27 18:00:00",4,0
"2009-07-28 18:00:00",4.6,0
"2009-07-29 18:00:00",4.4,50000
"2009-07-30 18:00:00",4.4,18182
"2009-07-31 18:00:00",4.4,0
"2009-08-04 18:00:00",4.4,0
"2009-08-05 18:00:00",4.4,0
"2009-08-06 18:00:00",4.4,0
"2009-08-07 18:00:00",4.4,0
"2009-08-10 18:00:00",4.4,0
"2009-08-11 18:00:00",4.3,333
"2009-08-12 18:00:00",4.2,0
"2009-08-13 18:00:00",4.2,0
"2009-08-14 18:00:00",4.2,0
"2009-08-17 18:00:00",4.2,0
"2009-08-18 18:00:00",4.2,0
"2009-08-19 18:00:00",4,200000
"2009-08-20 18:00:00",4,0
"2009-08-21 18:00:00",3.9,270000
"2009-08-24 18:00:00",3.9,0
"2009-08-25 18:00:00",3.9,0
"2009-08-26 18:00:00",3.9,0
"2009-08-27 18:00:00",3.9,0
"2009-08-28 18:00:00",3.9,0
"2009-08-31 18:00:00",3.9,0
"2009-09-01 18:00:00",3.9,0
"2009-09-02 18:00:00",3.9,0
"2009-09-03 18:00:00",3.9,63439
"2009-09-04 18:00:00",3.9,0
"2009-09-07 18:00:00",3.9,0
"2009-09-08 18:00:00",3.9,0
"2009-09-09 18:00:00",3.9,0
"2009-09-10 18:00:00",3.9,0
"2009-09-11 18:00:00",3.9,0
"2009-09-14 18:00:00",3.9,0
"2009-09-15 18:00:00",3.9,0
"2009-09-16 18:00:00",3.9,0
"2009-09-17 18:00:00",3.9,0
"2009-09-18 18:00:00",2,300000
"2009-09-21 18:00:00",2,0
"2009-09-22 18:00:00",3,100000
"2009-09-23 18:00:00",2.2,11616
"2009-09-24 18:00:00",2.2,0
"2009-09-25 18:00:00",2.2,0
"2009-09-28 18:00:00",2.2,0
"2009-09-29 18:00:00",2.2,0
"2009-09-30 18:00:00",2.4,0
"2009-10-01 18:00:00",2.4,0
"2009-10-02 18:00:00",2.45,0
"2009-10-05 18:00:00",2.45,0
"2009-10-06 18:00:00",2.45,0
"2009-10-07 18:00:00",2.45,0
"2009-10-08 18:00:00",2.45,0
"2009-10-09 18:00:00",2.45,0
"2009-10-12 18:00:00",2.45,0
"2009-10-13 18:00:00",1.9,792000
"2009-10-14 18:00:00",1.9,0
"2009-10-15 18:00:00",2,0
"2009-10-16 18:00:00",2,0
"2009-10-19 18:00:00",2,0
"2009-10-20 18:00:00",2.2,30000
"2009-10-21 18:00:00",2.2,0
"2009-10-22 18:00:00",2.2,0
"2009-10-23 18:00:00",2.2,0
"2009-10-26 18:00:00",2.2,0
"2009-10-27 18:00:00",2.2,0
"2009-10-28 18:00:00",2.2,0
"2009-10-29 18:00:00",2.4,500000
"2009-10-30 18:00:00",2.4,0
"2009-11-02 18:00:00",2.6,100000
"2009-11-03 18:00:00",2.6,0
"2009-11-04 18:00:00",2.8,22818
"2009-11-05 18:00:00",2.8,300000
"2009-11-06 18:00:00",2.85,0
"2009-11-09 18:00:00",2.9,0
"2009-11-10 18:00:00",3.2,50000
"2009-11-11 18:00:00",3.2,0
"2009-11-12 18:00:00",3.55,187500
"2009-11-13 18:00:00",3.6,50000
"2009-11-16 18:00:00",4,90000
"2009-11-17 18:00:00",4,0
"2009-11-18 18:00:00",4,0
"2009-11-19 18:00:00",4,0
"2009-11-20 18:00:00",4.1,110000
"2009-11-23 18:00:00",4.1,0
"2009-11-24 18:00:00",3.9,445000
"2009-11-25 18:00:00",3.85,155000
"2009-11-26 18:00:00",3.85,0
"2009-11-27 18:00:00",3.85,0
"2009-11-30 18:00:00",3.8,300000
"2009-12-01 18:00:00",3.85,300000
"2009-12-02 18:00:00",3.9,296538
"2009-12-03 18:00:00",3.8,9000
"2009-12-04 18:00:00",3.8,0
"2009-12-07 18:00:00",3.8,0
"2009-12-08 18:00:00",3.8,0
"2009-12-09 18:00:00",3.8,0
"2009-12-10 18:00:00",3.65,28000
"2009-12-11 18:00:00",3.65,0
"2009-12-14 18:00:00",3.65,0
"2009-12-15 18:00:00",3.65,0
"2009-12-16 18:00:00",3.65,0
"2009-12-17 18:00:00",3.65,0
"2009-12-18 18:00:00",3.65,0
"2009-12-21 18:00:00",3.65,0
"2009-12-22 18:00:00",3.65,0
"2009-12-23 18:00:00",3.65,0
"2009-12-28 18:00:00",3.65,0
"2009-12-29 18:00:00",3.65,1074462
"2009-12-30 18:00:00",3.65,0
"2010-01-04 18:00:00",3.65,0
"2010-01-05 18:00:00",3.65,0
"2010-01-06 18:00:00",3.65,0
"2010-01-07 18:00:00",3.65,0
"2010-01-08 18:00:00",3.65,0
"2010-01-11 18:00:00",3.65,0
"2010-01-12 18:00:00",3.6,1074462
"2010-01-13 18:00:00",3.55,0
"2010-01-14 18:00:00",3.5,0
"2010-01-15 18:00:00",3.45,0
"2010-01-18 18:00:00",3.45,0
"2010-01-19 18:00:00",3.45,0
"2010-01-20 18:00:00",3.45,0
"2010-01-21 18:00:00",3.45,0
"2010-01-22 18:00:00",3.45,0
"2010-01-25 18:00:00",3.45,0
"2010-01-26 18:00:00",3.3,0
"2010-01-27 18:00:00",3.3,0
"2010-01-28 18:00:00",3.2,200000
"2010-01-29 18:00:00",3.15,16000000
"2010-02-01 18:00:00",3.15,0
"2010-02-02 18:00:00",3,200000
"2010-02-03 18:00:00",2.9,874462
"2010-02-04 18:00:00",3,8000
"2010-02-05 18:00:00",3,0
"2010-02-08 18:00:00",3,0
"2010-02-09 18:00:00",3,0
"2010-02-10 18:00:00",3,0
"2010-02-11 18:00:00",3,0
"2010-02-12 18:00:00",3,0
"2010-02-15 18:00:00",3,0
"2010-02-16 18:00:00",3,0
"2010-02-17 18:00:00",3,0
"2010-02-18 18:00:00",3,0
"2010-02-19 18:00:00",3,0
"2010-02-22 18:00:00",3,0
"2010-02-23 18:00:00",3,0
"2010-02-24 18:00:00",3,0
"2010-02-25 18:00:00",3,0
"2010-02-26 18:00:00",3.1,0
"2010-03-01 18:00:00",3.3,0
"2010-03-02 18:00:00",3.3,0
"2010-03-03 18:00:00",3.3,650000
"2010-03-04 18:00:00",3.3,0
"2010-03-05 18:00:00",3.3,0
"2010-03-08 18:00:00",3,5050000
"2010-03-09 18:00:00",3,0
"2010-03-10 18:00:00",3,0
"2010-03-11 18:00:00",3,0
"2010-03-12 18:00:00",3,1500000
"2010-03-15 18:00:00",3,150000
"2010-03-16 18:00:00",3,0
"2010-03-17 18:00:00",3.3,19500
"2010-03-18 18:00:00",3.3,0
"2010-03-19 18:00:00",2.9,3002700
"2010-03-22 18:00:00",2.9,0
"2010-03-23 18:00:00",3,65000
"2010-03-24 18:00:00",3,0
"2010-03-25 18:00:00",3,0
"2010-03-26 18:00:00",3.3,500000
"2010-03-29 18:00:00",3.5,100000
"2010-03-30 18:00:00",3,66667
"2010-03-31 18:00:00",3,0
"2010-04-06 18:00:00",3,0
"2010-04-07 18:00:00",3,0
"2010-04-08 18:00:00",3,0
"2010-04-09 18:00:00",3.3,500000
"2010-04-12 18:00:00",3.3,60606
"2010-04-13 18:00:00",3.3,0
"2010-04-14 18:00:00",3.3,0
"2010-04-15 18:00:00",3.3,60000
"2010-04-16 18:00:00",3.4,2000000
"2010-04-19 18:00:00",3.4,0
"2010-04-20 18:00:00",3.3,6000000
"2010-04-21 18:00:00",3.1,137194
"2010-04-23 18:00:00",3.1,0
"2010-04-26 18:00:00",3.1,0
"2010-04-27 18:00:00",3.1,0
"2010-04-28 18:00:00",3.1,0
"2010-04-29 18:00:00",3.1,0
"2010-04-30 18:00:00",3.1,0
"2010-05-03 18:00:00",3.1,0
"2010-05-04 18:00:00",3.1,0
"2010-05-05 18:00:00",3.1,0
"2010-05-06 18:00:00",3.1,0
"2010-05-07 18:00:00",3.1,0
"2010-05-10 18:00:00",3.1,0
"2010-05-11 18:00:00",3.1,0
"2010-05-12 18:00:00",3.1,0
"2010-05-14 18:00:00",3.1,0
"2010-05-17 18:00:00",3.1,0
"2010-05-18 18:00:00",3.1,0
"2010-05-19 18:00:00",3.1,0
"2010-05-20 18:00:00",3.1,0
"2010-05-21 18:00:00",3.1,0
"2010-05-25 18:00:00",3.1,0
"2010-05-26 18:00:00",3.1,0
"2010-05-27 18:00:00",3.1,0
"2010-05-28 18:00:00",3.1,0
"2010-05-31 18:00:00",3.1,0
"2010-06-01 18:00:00",3.1,0
"2010-06-02 18:00:00",3.1,0
"2010-06-03 18:00:00",3.1,0
"2010-06-04 18:00:00",3.1,0
"2010-06-07 18:00:00",3.1,0
"2010-06-08 18:00:00",3.1,0
"2010-06-09 18:00:00",3.1,0
"2010-06-10 18:00:00",3.1,0
"2010-06-11 18:00:00",3.1,0
"2010-06-14 18:00:00",3.1,0
"2010-06-15 18:00:00",3.15,0
"2010-06-16 18:00:00",3.35,0
"2010-06-18 18:00:00",3.5,0
"2010-06-21 18:00:00",3.5,0
"2010-06-22 18:00:00",3.75,200000
"2010-06-23 18:00:00",3.75,0
"2010-06-24 18:00:00",3.75,0
"2010-06-25 18:00:00",3.75,12000
"2010-06-28 18:00:00",3.75,0
"2010-06-29 18:00:00",3.5,15000
"2010-06-30 18:00:00",3.5,0
"2010-07-01 18:00:00",3.5,0
"2010-07-02 18:00:00",3.5,0
"2010-07-05 18:00:00",3.5,0
"2010-07-06 18:00:00",3.5,0
"2010-07-07 18:00:00",3.5,0
"2010-07-08 18:00:00",3.5,0
"2010-07-09 18:00:00",3.5,0
"2010-07-12 18:00:00",3.5,0
"2010-07-13 18:00:00",3.5,0
"2010-07-14 18:00:00",3.5,0
"2010-07-15 18:00:00",3.5,0
"2010-07-16 18:00:00",3.5,0
"2010-07-19 18:00:00",3.5,0
"2010-07-20 18:00:00",3.5,0
"2010-07-21 18:00:00",3.5,0
"2010-07-22 18:00:00",3.5,0
"2010-07-23 18:00:00",3.5,0
"2010-07-26 18:00:00",3.5,0
"2010-07-27 18:00:00",3.5,0
"2010-07-28 18:00:00",3.5,0
"2010-07-29 18:00:00",3.4,13000
"2010-07-30 18:00:00",3.4,0
"2010-08-03 18:00:00",3.4,0
"2010-08-04 18:00:00",3.4,0
"2010-08-05 18:00:00",3.4,0
"2010-08-06 18:00:00",3.4,0
"2010-08-09 18:00:00",3.4,0
"2010-08-10 18:00:00",3.4,0
"2010-08-11 18:00:00",3.4,0
"2010-08-12 18:00:00",3.4,0
"2010-08-13 18:00:00",3.4,0
"2010-08-16 18:00:00",3.4,0
"2010-08-17 18:00:00",3.4,0
"2010-08-18 18:00:00",3.5,0
"2010-08-19 18:00:00",3.5,8000
"2010-08-20 18:00:00",3.5,0
"2010-08-23 18:00:00",3.5,0
"2010-08-24 18:00:00",3.5,0
"2010-08-25 18:00:00",3.5,0
"2010-08-26 18:00:00",3.5,0
"2010-08-27 18:00:00",3.5,0
"2010-08-30 18:00:00",3.5,0
"2010-08-31 18:00:00",3.5,0
"2010-09-01 18:00:00",3.5,0
"2010-09-02 18:00:00",3.5,0
"2010-09-03 18:00:00",3.5,0
"2010-09-06 18:00:00",3.5,0
"2010-09-07 18:00:00",3.5,0
"2010-09-08 18:00:00",3.5,0
"2010-09-09 18:00:00",3.5,0
"2010-09-10 18:00:00",3.5,0
"2010-09-13 18:00:00",3.5,0
"2010-09-14 18:00:00",3.5,0
"2010-09-15 18:00:00",3.5,0
"2010-09-16 18:00:00",3.5,0
"2010-09-17 18:00:00",3.5,0
"2010-09-20 18:00:00",3.5,0
"2010-09-21 18:00:00",3.6,0
"2010-09-22 18:00:00",3.7,0
"2010-09-23 18:00:00",3.7,0
"2010-09-24 18:00:00",3.7,0
"2010-09-27 18:00:00",3.7,0
"2010-09-28 18:00:00",3.7,0
"2010-09-29 18:00:00",3.7,0
"2010-09-30 18:00:00",3.7,0
"2010-10-01 18:00:00",3.7,0
"2010-10-04 18:00:00",3.7,0
"2010-10-05 18:00:00",3.7,0
"2010-10-06 18:00:00",3.7,0
"2010-10-07 18:00:00",3.7,0
"2010-10-08 18:00:00",3.7,0
"2010-10-11 18:00:00",3.7,0
"2010-10-12 18:00:00",3.7,0
"2010-10-13 18:00:00",3.7,0
"2010-10-14 18:00:00",3.7,0
"2010-10-15 18:00:00",3.7,0
"2010-10-18 18:00:00",3.7,0
"2010-10-19 18:00:00",3.7,0
"2010-10-20 18:00:00",3.7,0
"2010-10-21 18:00:00",3.7,0
"2010-10-22 18:00:00",3.7,0
"2010-10-25 18:00:00",3.7,0
"2010-10-26 18:00:00",3.7,0
"2010-10-27 18:00:00",3.7,0
"2010-10-28 18:00:00",3.7,0
"2010-10-29 18:00:00",3.7,0
"2010-11-01 18:00:00",3.7,0
"2010-11-02 18:00:00",3.7,0
"2010-11-03 18:00:00",3.5,3240
"2010-11-04 18:00:00",3.5,0
"2010-11-05 18:00:00",3,200000
"2010-11-08 18:00:00",3.5,1515093
"2010-11-09 18:00:00",3.5,30000
"2010-11-10 18:00:00",3.5,1000000
"2010-11-11 18:00:00",3.5,0
"2010-11-12 18:00:00",3.5,0
"2010-11-15 18:00:00",3.5,350000
"2010-11-16 18:00:00",3.6,1000000
"2010-11-17 18:00:00",3.7,1250000
"2010-11-18 18:00:00",3.5,530000
"2010-11-19 18:00:00",3.3,10000
"2010-11-22 18:00:00",3.3,0
"2010-11-23 18:00:00",3.2,500000
"2010-11-24 18:00:00",3.2,16910
"2010-11-25 18:00:00",3.3,0
"2010-11-26 18:00:00",3.4,700000
"2010-11-29 18:00:00",3.8,550000
"2010-11-30 18:00:00",3.7,179487
"2010-12-01 18:00:00",3.7,0
"2010-12-02 18:00:00",3.6,39778
"2010-12-03 18:00:00",3.6,0
"2010-12-06 18:00:00",3.6,0
"2010-12-07 18:00:00",3.5,1000000
"2010-12-08 18:00:00",3.5,0
"2010-12-09 18:00:00",3.5,0
"2010-12-10 18:00:00",3.5,0
"2010-12-13 18:00:00",3.5,0
"2010-12-14 18:00:00",3.42,27778
"2010-12-15 18:00:00",3.42,0
"2010-12-16 18:00:00",3.42,0
"2010-12-17 18:00:00",3.26,2067
"2010-12-20 18:00:00",3.26,40000000
"2010-12-21 18:00:00",3.26,0
"2010-12-22 18:00:00",3.25,0
"2010-12-23 18:00:00",3.25,0
"2010-12-27 18:00:00",3.25,0
"2010-12-28 18:00:00",3.45,519500
"2010-12-29 18:00:00",3.45,0
"2010-12-30 18:00:00",3.15,30000
"2011-01-03 18:00:00",3.15,0
"2011-01-04 18:00:00",3.15,0
"2011-01-05 18:00:00",3.25,15656250
"2011-01-06 18:00:00",3.2,16200000
"2011-01-07 18:00:00",3.17,3329184
"2011-01-10 18:00:00",3.09,10781516
"2011-01-11 18:00:00",3.24,235123862
"2011-01-12 18:00:00",3.54,43908638
"2011-01-13 18:00:00",3.7,31867654
"2011-01-14 18:00:00",3.85,17784331
"2011-01-17 18:00:00",4.11,35131938
"2011-01-18 18:00:00",4.07,29275511
"2011-01-19 18:00:00",4.11,9815831
"2011-01-20 18:00:00",4.11,4044696
"2011-01-21 18:00:00",4.11,600000
"2011-01-24 18:00:00",4.05,11286620
"2011-01-25 18:00:00",4.02,5242932
"2011-01-26 18:00:00",3.95,5193935
"2011-01-27 18:00:00",4.09,15100000
"2011-01-28 18:00:00",4.08,496586
"2011-01-31 18:00:00",4.12,9408000
"2011-02-01 18:00:00",4.02,3791984
"2011-02-02 18:00:00",4.05,20665195
"2011-02-03 18:00:00",4.05,8152457
"2011-02-04 18:00:00",4.19,28204899
"2011-02-07 18:00:00",4.25,2719791
"2011-02-08 18:00:00",4.36,18307173
"2011-02-09 18:00:00",4.31,7745767
"2011-02-10 18:00:00",4.43,4549365
"2011-02-11 18:00:00",4.6,23084774
"2011-02-14 18:00:00",4.6,29849939
"2011-02-15 18:00:00",4.3,30035626
"2011-02-16 18:00:00",4.23,11018547
"2011-02-17 18:00:00",4.12,28429431
"2011-02-18 18:00:00",4.5,302608057
"2011-02-21 18:00:00",4.7,22117159
"2011-02-22 18:00:00",4.6,18935566
"2011-02-23 18:00:00",4.54,27212704
"2011-02-24 18:00:00",4.46,33960383
"2011-02-25 18:00:00",4.46,5631056
"2011-02-28 18:00:00",4.61,62550000
"2011-03-01 18:00:00",4.51,13840000
"2011-03-02 18:00:00",4.45,14484000
"2011-03-03 18:00:00",4.57,8300000
"2011-03-04 18:00:00",4.58,17108700
"2011-03-07 18:00:00",4.39,20925000
"2011-03-08 18:00:00",4.39,0
"2011-03-09 18:00:00",4.45,9460000
"2011-03-10 18:00:00",4.49,5530000
"2011-03-11 18:00:00",4.48,8296961
"2011-03-14 18:00:00",4.48,4034806
"2011-03-15 18:00:00",4.49,25550000
"2011-03-16 18:00:00",4.44,3020000
"2011-03-17 18:00:00",4.42,7930000
"2011-03-18 18:00:00",4.49,18510000
"2011-03-21 18:00:00",4.39,10450000
"2011-03-22 18:00:00",4.4,5280000
"2011-03-23 18:00:00",4.37,7500000
"2011-03-24 18:00:00",4.38,19550000
"2011-03-25 18:00:00",4.41,3150578
"2011-03-28 18:00:00",4.52,17785000
"2011-03-29 18:00:00",4.56,22173291
"2011-03-30 18:00:00",4.56,13500000
"2011-03-31 18:00:00",4.54,13000000
"2011-04-01 18:00:00",4.52,7000000
"2011-04-04 18:00:00",4.38,22500000
"2011-04-05 18:00:00",4.35,17838100
"2011-04-06 18:00:00",4.3,2050000
"2011-04-07 18:00:00",4.27,1562115
"2011-04-08 18:00:00",4.34,7195858
"2011-04-11 18:00:00",4.31,3025000
"2011-04-12 18:00:00",4.43,5074546
"2011-04-13 18:00:00",4.45,264743
"2011-04-14 18:00:00",4.54,65915135
"2011-04-15 18:00:00",4.49,3000000
"2011-04-18 18:00:00",4.47,11500000
"2011-04-19 18:00:00",4.49,3140000
"2011-04-20 18:00:00",4.47,9155000
"2011-04-26 18:00:00",4.49,5000000
"2011-04-27 18:00:00",4.47,155781
"2011-04-28 18:00:00",4.47,9014887
"2011-04-29 18:00:00",4.52,10142000
"2011-05-02 18:00:00",4.55,1267512
"2011-05-03 18:00:00",4.51,4272115
"2011-05-04 18:00:00",4.53,2033113
"2011-05-05 18:00:00",4.59,24350000
"2011-05-06 18:00:00",4.79,14606586
"2011-05-09 18:00:00",4.66,8453000
"2011-05-10 18:00:00",4.71,550000
"2011-05-11 18:00:00",4.71,10616
"2011-05-12 18:00:00",4.83,14199516
"2011-05-13 18:00:00",4.85,1750000
"2011-05-16 18:00:00",4.82,236793
"2011-05-17 18:00:00",4.85,2100000
"2011-05-18 18:00:00",4.87,1060996
"2011-05-19 18:00:00",4.85,140000
"2011-05-20 18:00:00",4.9,3947528
"2011-05-23 18:00:00",4.65,17616992
"2011-05-24 18:00:00",4.77,6812500
"2011-05-25 18:00:00",4.82,4100000
"2011-05-26 18:00:00",4.8,7519167
"2011-05-27 18:00:00",4.77,20180000
"2011-05-30 18:00:00",4.77,20000
"2011-05-31 18:00:00",4.76,3420500
"2011-06-01 18:00:00",4.76,4324230
"2011-06-03 18:00:00",4.76,260000
"2011-06-06 18:00:00",4.64,8673890
"2011-06-07 18:00:00",4.7,3000000
"2011-06-08 18:00:00",4.67,3000000
"2011-06-09 18:00:00",4.69,4712
"2011-06-10 18:00:00",4.67,2100000
"2011-06-14 18:00:00",4.67,0
"2011-06-15 18:00:00",4.65,11100000
"2011-06-16 18:00:00",4.75,9100000
"2011-06-20 18:00:00",4.8,9647644
"2011-06-21 18:00:00",4.87,5368000
"2011-06-22 18:00:00",4.9,405000
"2011-06-23 18:00:00",4.91,2177553
"2011-06-24 18:00:00",4.98,13861153
"2011-06-27 18:00:00",4.93,4223293
"2011-06-28 18:00:00",4.96,4000000
"2011-06-29 18:00:00",4.97,5200000
"2011-06-30 18:00:00",4.99,1415528
"2011-07-01 18:00:00",4.99,761153
"2011-07-04 18:00:00",4.99,0
"2011-07-05 18:00:00",5.04,1710000
"2011-07-06 18:00:00",5.11,7151057
"2011-07-07 18:00:00",5.1,2506014
"2011-07-08 18:00:00",5.18,2368943
"2011-07-11 18:00:00",5.03,15146000
"2011-07-12 18:00:00",4.95,2029845
"2011-07-13 18:00:00",5,1359845
"2011-07-14 18:00:00",5,161000
"2011-07-15 18:00:00",5.05,6260000
"2011-07-18 18:00:00",5.08,4000000
"2011-07-19 18:00:00",5,19866000
"2011-07-20 18:00:00",5.04,6610000
"2011-07-21 18:00:00",4.96,10100000
"2011-07-22 18:00:00",4.96,5000000
"2011-07-25 18:00:00",4.96,431056
"2011-07-26 18:00:00",4.96,0
"2011-07-27 18:00:00",4.96,0
"2011-07-28 18:00:00",4.95,1000000
"2011-07-29 18:00:00",4.99,0
"2011-08-02 18:00:00",4.96,1082407
"2011-08-03 18:00:00",4.95,8056769
"2011-08-04 18:00:00",4.95,2000000
"2011-08-05 18:00:00",5.05,4090000
"2011-08-08 18:00:00",5,2960000
"2011-08-09 18:00:00",5,8343226
"2011-08-10 18:00:00",4.99,9799786
"2011-08-11 18:00:00",5.19,16164000
"2011-08-12 18:00:00",5.17,2129500
"2011-08-15 18:00:00",5.17,0
"2011-08-16 18:00:00",5.2,588241
"2011-08-17 18:00:00",5.1,250000
"2011-08-18 18:00:00",5.1,1429500
"2011-08-19 18:00:00",5.2,14735555
"2011-08-22 18:00:00",5.32,20450000
"2011-08-23 18:00:00",5.36,5300000
"2011-08-24 18:00:00",5.32,1700000
"2011-08-25 18:00:00",5.31,4000000
"2011-08-26 18:00:00",5.33,2020000
"2011-08-29 18:00:00",5.35,14000000
"2011-08-30 18:00:00",5.44,1768000
"2011-08-31 18:00:00",5.39,120000
"2011-09-01 18:00:00",5.39,0
"2011-09-02 18:00:00",5.39,2000000
"2011-09-05 18:00:00",5.35,2000000
"2011-09-06 18:00:00",5.3,7000000
"2011-09-07 18:00:00",5.31,11286220
"2011-09-08 18:00:00",5.3,7000000
"2011-09-09 18:00:00",5.3,0
"2011-09-12 18:00:00",5.18,10312903
"2011-09-13 18:00:00",5.18,1000000
"2011-09-14 18:00:00",5.28,7415000
"2011-09-15 18:00:00",5.33,1320000
"2011-09-16 18:00:00",5.33,215528
"2011-09-19 18:00:00",5.31,20000
"2011-09-20 18:00:00",5.35,374000
"2011-09-21 18:00:00",5.37,12743293
"2011-09-22 18:00:00",5.36,3200000
"2011-09-23 18:00:00",5.39,3957356
"2011-09-26 18:00:00",5.44,136707
"2011-09-27 18:00:00",5.42,7763791
"2011-09-28 18:00:00",5.39,200000
"2011-09-29 18:00:00",5.46,7900000
"2011-09-30 18:00:00",5.7,20726000
"2011-10-03 18:00:00",5.62,15963636
"2011-10-04 18:00:00",5.63,4150088
"2011-10-05 18:00:00",5.62,6300000
"2011-10-06 18:00:00",5.7,7100000
"2011-10-07 18:00:00",5.7,200000
"2011-10-10 18:00:00",5.7,90000
"2011-10-11 18:00:00",5.71,4760000
"2011-10-12 18:00:00",5.7,262115
"2011-10-13 18:00:00",5.7,0
"2011-10-14 18:00:00",5.64,4002790
"2011-10-17 18:00:00",5.58,34546
"2011-10-18 18:00:00",5.66,1610000
"2011-10-19 18:00:00",5.67,7407
"2011-10-20 18:00:00",5.67,15498
"2011-10-21 18:00:00",5.72,86569
"2011-10-24 18:00:00",5.72,0
"2011-10-25 18:00:00",5.66,5530000
"2011-10-26 18:00:00",5.66,4247018
"2011-10-27 18:00:00",5.66,2160000
"2011-10-28 18:00:00",5.71,9932743
"2011-10-31 18:00:00",5.8,8213000
"2011-11-01 18:00:00",5.82,191000
"2011-11-02 18:00:00",5.84,10555000
"2011-11-03 18:00:00",5.65,10451000
"2011-11-04 18:00:00",5.42,38800000
"2011-11-07 18:00:00",5.48,7573059
"2011-11-08 18:00:00",5.42,536262806
"2011-11-09 18:00:00",5.28,39734556
"2011-11-10 18:00:00",5.16,3646584
"2011-11-11 18:00:00",5.13,16627323
"2011-11-14 18:00:00",5.13,0
"2011-11-15 18:00:00",5.14,5000000
"2011-11-16 18:00:00",5.15,64360
"2011-11-17 18:00:00",5.15,0
"2011-11-18 18:00:00",5.13,140000
"2011-11-21 18:00:00",5.16,4773293
"2011-11-22 18:00:00",5.18,155000
"2011-11-23 18:00:00",5.18,700000
"2011-11-24 18:00:00",5.15,4500
"2011-11-25 18:00:00",5.15,0
"2011-11-28 18:00:00",5.11,59355
"2011-11-29 18:00:00",5.09,524230
"2011-11-30 18:00:00",4.95,12000000
"2011-12-01 18:00:00",4.82,12225000
"2011-12-02 18:00:00",4.9,9750000
"2011-12-05 18:00:00",5.03,9150000
"2011-12-06 18:00:00",5.03,4020000
"2011-12-07 18:00:00",5.06,790000
"2011-12-08 18:00:00",5.18,21874230
"2011-12-09 18:00:00",5.2,11402115
"2011-12-12 18:00:00",5.17,40000
"2011-12-13 18:00:00",5.19,0
"2011-12-14 18:00:00",5.21,7000000
"2011-12-15 18:00:00",5.23,3000000
"2011-12-16 18:00:00",5.22,13000000
"2011-12-19 18:00:00",5.16,10100000
"2011-12-20 18:00:00",5.16,0
"2011-12-21 18:00:00",5.05,10100000
"2011-12-22 18:00:00",5.09,13431
"2011-12-23 18:00:00",5.09,0
"2011-12-27 18:00:00",5.06,1405625
"2011-12-28 18:00:00",5.05,5248814
"2011-12-29 18:00:00",5.1,1865700
"2011-12-30 18:00:00",5.03,12192000
"2012-01-02 18:00:00",5.12,4040000
"2012-01-03 18:00:00",5.09,3000000
"2012-01-04 18:00:00",5.03,4097656
"2012-01-05 18:00:00",4.97,755904
"2012-01-06 18:00:00",4.83,35045000
"2012-01-09 18:00:00",4.93,8895000
"2012-01-10 18:00:00",4.97,900000
"2012-01-11 18:00:00",4.98,3537495
"2012-01-12 18:00:00",5.08,2500000
"2012-01-13 18:00:00",5.05,5000000
"2012-01-16 18:00:00",5.09,1003930
"2012-01-17 18:00:00",5.09,89000
"2012-01-18 18:00:00",5.05,300670
"2012-01-19 18:00:00",5.03,5640
"2012-01-20 18:00:00",5.05,3373132
"2012-01-23 18:00:00",5.05,0
"2012-01-24 18:00:00",5.08,230000
"2012-01-25 18:00:00",5.09,194019
"2012-01-26 18:00:00",5.1,4313051
"2012-01-27 18:00:00",5.1,600000
"2012-01-30 18:00:00",5.2,4000000
"2012-01-31 18:00:00",5.2,258846
"2012-02-01 18:00:00",5.2,1044231
"2012-02-02 18:00:00",5.2,0
"2012-02-03 18:00:00",5.3,8160000
"2012-02-06 18:00:00",5.45,16615000
"2012-02-07 18:00:00",5.55,12383000
"2012-02-08 18:00:00",5.59,14123992
"2012-02-09 18:00:00",5.42,12780000
"2012-02-10 18:00:00",5.43,6430000
"2012-02-13 18:00:00",5.43,0
"2012-02-14 18:00:00",5.36,200000
"2012-02-15 18:00:00",5.44,4030000
"2012-02-16 18:00:00",5.48,4000000
"2012-02-17 18:00:00",5.5,22088000
"2012-02-20 18:00:00",5.5,0
"2012-02-21 18:00:00",5.49,3060000
"2012-02-22 18:00:00",5.49,0
"2012-02-23 18:00:00",5.49,1079582
"2012-02-24 18:00:00",5.41,188405000
"2012-02-27 18:00:00",5.43,257000
"2012-02-28 18:00:00",5.43,0
"2012-02-29 18:00:00",5.43,0
"2012-03-01 18:00:00",5.46,11787064
"2012-03-02 18:00:00",5.59,9839000
"2012-03-05 18:00:00",5.62,25715528
"2012-03-06 18:00:00",5.61,6150353
"2012-03-07 18:00:00",5.67,1250000
"2012-03-08 18:00:00",5.69,6055000
"2012-03-09 18:00:00",5.68,653678
"2012-03-12 18:00:00",5.69,650000
"2012-03-13 18:00:00",5.68,4000000
"2012-03-14 18:00:00",5.76,7077350
"2012-03-15 18:00:00",5.9,23657500
"2012-03-16 18:00:00",5.9,83700
