"DateTime","N1 Verð ","N1 Magn"
"2016-08-04 18:00:00",74.3,4840000
"2016-08-05 18:00:00",74,1526000
"2016-08-08 18:00:00",73.3,473050
"2016-08-09 18:00:00",72.5,1004219
"2016-08-10 18:00:00",73.1,1046198
"2016-08-11 18:00:00",73.2,98968
"2016-08-12 18:00:00",72.7,140688
"2016-08-15 18:00:00",73,854219
"2016-08-16 18:00:00",74,2530030
"2016-08-17 18:00:00",73.5,250000
"2016-08-18 18:00:00",73.5,38438
"2016-08-19 18:00:00",73.5,0
"2016-08-22 18:00:00",73.55,204219
"2016-08-23 18:00:00",73.7,513000
"2016-08-24 18:00:00",75.5,6566219
"2016-08-25 18:00:00",74.5,6689219
"2016-08-26 18:00:00",74.9,1300000
"2016-08-29 18:00:00",74,1447940
"2016-08-30 18:00:00",74.5,3300
"2016-08-31 18:00:00",75.5,7876819
"2016-09-01 18:00:00",77.1,5420964
"2016-09-02 18:00:00",79.2,1077634
"2016-09-05 18:00:00",77.8,2585663
"2016-09-06 18:00:00",77.6,653000
"2016-09-07 18:00:00",77.3,1422000
"2016-09-08 18:00:00",77.7,5177000
"2016-09-09 18:00:00",78,34762
"2016-09-12 18:00:00",77,476877
"2016-09-13 18:00:00",77,1048123
"2016-09-14 18:00:00",77.2,2300000
"2016-09-15 18:00:00",77.2,0
"2016-09-16 18:00:00",76.85,1962676
"2016-09-19 18:00:00",77.3,3079792
"2016-09-20 18:00:00",77,15000
"2016-09-21 18:00:00",77,0
"2016-09-22 18:00:00",76.6,2012649
"2016-09-23 18:00:00",76.6,23000
"2016-09-26 18:00:00",76.9,3801610
"2016-09-27 18:00:00",76.2,553000
"2016-09-28 18:00:00",77.4,12539219
"2016-09-29 18:00:00",77,1066230
"2016-09-30 18:00:00",75.6,3509410
"2016-10-03 18:00:00",77.3,2500000
"2016-10-04 18:00:00",79.6,6769220
"2016-10-05 18:00:00",83.2,6720781
"2016-10-06 18:00:00",82.75,1430000
"2016-10-07 18:00:00",83.1,350000
"2016-10-10 18:00:00",83.7,3702268
"2016-10-11 18:00:00",88,6657561
"2016-10-12 18:00:00",88.3,3550257
"2016-10-13 18:00:00",88.3,3153704
"2016-10-14 18:00:00",88.6,1414300
"2016-10-17 18:00:00",88.4,4219
"2016-10-18 18:00:00",88.4,561200
"2016-10-19 18:00:00",88.6,2185157
"2016-10-20 18:00:00",88.6,0
"2016-10-21 18:00:00",88.6,0
"2016-10-24 18:00:00",88,1633994
"2016-10-25 18:00:00",88.05,504219
"2016-10-26 18:00:00",89.4,1659450
"2016-10-27 18:00:00",88.7,1855998
"2016-10-28 18:00:00",90.6,9982640
"2016-10-31 18:00:00",92.2,6848466
"2016-11-01 18:00:00",92.5,2955000
"2016-11-02 18:00:00",94.1,2303076
"2016-11-03 18:00:00",93.2,5022750
"2016-11-04 18:00:00",93.5,2686300
"2016-11-07 18:00:00",93,5000
"2016-11-08 18:00:00",92,1066950
"2016-11-09 18:00:00",91.85,1200500
"2016-11-10 18:00:00",92.5,512600
"2016-11-11 18:00:00",94.1,4626500
"2016-11-14 18:00:00",94.8,2209864
"2016-11-15 18:00:00",94.2,4008100
"2016-11-16 18:00:00",93.2,1617419
"2016-11-17 18:00:00",93.2,500000
"2016-11-18 18:00:00",94.6,1106919
"2016-11-21 18:00:00",94.05,240000
"2016-11-22 18:00:00",94.1,222600
"2016-11-23 18:00:00",94.9,1501500
"2016-11-24 18:00:00",95.3,566500
"2016-11-25 18:00:00",96,500000
"2016-11-28 18:00:00",96.5,309352
"2016-11-29 18:00:00",96.6,638404
"2016-11-30 18:00:00",96.1,1615675
"2016-12-01 18:00:00",98.1,3015000
"2016-12-02 18:00:00",98,3300199
"2016-12-05 18:00:00",98,236111
"2016-12-06 18:00:00",98.8,200510
"2016-12-07 18:00:00",100.5,3588999
"2016-12-08 18:00:00",101,4248569
"2016-12-09 18:00:00",100.5,593000
"2016-12-12 18:00:00",100.5,8950
"2016-12-13 18:00:00",99.2,36027
"2016-12-14 18:00:00",100,2050160
"2016-12-15 18:00:00",133.5,498000
"2016-12-16 18:00:00",132,3007894
"2016-12-19 18:00:00",129.5,570511
"2016-12-20 18:00:00",128,1116280
"2016-12-21 18:00:00",128,264774
"2016-12-22 18:00:00",130,509764
"2016-12-23 18:00:00",129.5,416828
"2016-12-27 18:00:00",129.5,9042
"2016-12-28 18:00:00",129,264774
"2016-12-29 18:00:00",128.5,34164
"2016-12-30 18:00:00",129,616210
"2017-01-02 18:00:00",132,1728419
"2017-01-03 18:00:00",132,454
"2017-01-04 18:00:00",131.6,1066646
"2017-01-05 18:00:00",132,1838623
"2017-01-06 18:00:00",129.5,1133740
"2017-01-09 18:00:00",126.5,1621441
"2017-01-10 18:00:00",126.5,2150000
"2017-01-11 18:00:00",126.25,952531
"2017-01-12 18:00:00",125.5,750000
"2017-01-13 18:00:00",125.5,233429
"2017-01-16 18:00:00",125.5,0
"2017-01-17 18:00:00",124.5,1038279
"2017-01-18 18:00:00",123,814000
"2017-01-19 18:00:00",125.5,810000
"2017-01-20 18:00:00",125.5,120043
"2017-01-23 18:00:00",124.5,1144017
"2017-01-24 18:00:00",123.5,262639
"2017-01-25 18:00:00",123.5,400
"2017-01-26 18:00:00",125,300000
"2017-01-27 18:00:00",124.5,840000
"2017-01-30 18:00:00",123.5,253014
"2017-01-31 18:00:00",125,315987
"2017-02-01 18:00:00",123.5,2026014
"2017-02-02 18:00:00",125.5,1467143
"2017-02-03 18:00:00",127.5,1030132
"2017-02-06 18:00:00",127.5,7700
"2017-02-07 18:00:00",129.5,564789
"2017-02-08 18:00:00",129.5,294887
"2017-02-09 18:00:00",134,4177425
"2017-02-10 18:00:00",136.5,3896876
"2017-02-13 18:00:00",142,4896567
"2017-02-14 18:00:00",145,3293756
"2017-02-15 18:00:00",145,2554158
"2017-02-16 18:00:00",144.5,817
"2017-02-17 18:00:00",139,3036467
"2017-02-20 18:00:00",139.5,2900110
"2017-02-21 18:00:00",139,254000
"2017-02-22 18:00:00",137,1236857
"2017-02-23 18:00:00",129,11085872
"2017-02-24 18:00:00",131.5,7123442
"2017-02-27 18:00:00",131,2321018
"2017-02-28 18:00:00",133,10326968
"2017-03-01 18:00:00",131.5,5568908
"2017-03-02 18:00:00",132,3650944
"2017-03-03 18:00:00",131,387213
"2017-03-06 18:00:00",115.5,5913589
"2017-03-07 18:00:00",122,8226592
"2017-03-08 18:00:00",117.5,3113514
"2017-03-09 18:00:00",118,1659042
"2017-03-10 18:00:00",115,1035672
"2017-03-13 18:00:00",114,1805081
"2017-03-14 18:00:00",116,1765780
"2017-03-15 18:00:00",120,4112600
"2017-03-16 18:00:00",119.75,1350000
"2017-03-17 18:00:00",122.5,2747300
"2017-03-20 18:00:00",122,1599921
"2017-03-21 18:00:00",121,973014
"2017-03-22 18:00:00",117,207948
"2017-03-23 18:00:00",118,765100
"2017-03-24 18:00:00",116,1263051
"2017-03-27 18:00:00",116,7143
"2017-03-28 18:00:00",115,2088258
"2017-03-29 18:00:00",115,242167
"2017-03-30 18:00:00",113.5,286500
"2017-03-31 18:00:00",113,242826
"2017-04-03 18:00:00",114.5,2683150
"2017-04-04 18:00:00",117,4227028
"2017-04-05 18:00:00",118,2592459
"2017-04-06 18:00:00",117,2112
"2017-04-07 18:00:00",117,505514
"2017-04-10 18:00:00",118.5,641821
"2017-04-11 18:00:00",118.5,2800
"2017-04-12 18:00:00",117,988270
"2017-04-18 18:00:00",116,422854
"2017-04-19 18:00:00",116,37278
"2017-04-21 18:00:00",120.5,1819500
"2017-04-24 18:00:00",119.5,2478104
"2017-04-25 18:00:00",118.5,1257214
"2017-04-26 18:00:00",118,1458222
"2017-04-27 18:00:00",112.5,3755202
"2017-04-28 18:00:00",116,9644442
"2017-05-02 18:00:00",117.5,754778
"2017-05-03 18:00:00",117.5,780314
"2017-05-04 18:00:00",116.5,651070
"2017-05-05 18:00:00",116.75,1127000
"2017-05-08 18:00:00",116.75,606000
"2017-05-09 18:00:00",114.5,1746731
"2017-05-10 18:00:00",116,2331294
"2017-05-11 18:00:00",116,1447884
"2017-05-12 18:00:00",116,1130498
"2017-05-15 18:00:00",117.5,3450000
"2017-05-16 18:00:00",118,2444230
"2017-05-17 18:00:00",119.75,2200000
"2017-05-18 18:00:00",115.5,4667215
"2017-05-19 18:00:00",112.5,4487016
"2017-05-22 18:00:00",109.5,2461633
"2017-05-23 18:00:00",114,2235012
"2017-05-24 18:00:00",114,1631795
"2017-05-26 18:00:00",111.5,1593000
"2017-05-29 18:00:00",110,5010767
"2017-05-30 18:00:00",111.25,3611718
"2017-05-31 18:00:00",111,263550
"2017-06-01 18:00:00",113,1547527
"2017-06-02 18:00:00",111.5,1561900
"2017-06-06 18:00:00",112,7585
"2017-06-07 18:00:00",111,50000
"2017-06-08 18:00:00",113,2358850
"2017-06-09 18:00:00",124,9623635
