"DateTime","Sjóvá-Almennar tryggingar Verð ","Sjóvá-Almennar tryggingar Magn"
"2017-01-23 18:00:00",16.5,40000
"2017-01-24 18:00:00",16.4,9000000
"2017-01-25 18:00:00",16.35,2361610
"2017-01-26 18:00:00",16.55,6400000
"2017-01-27 18:00:00",16.7,18500000
"2017-01-30 18:00:00",16.6,2000000
"2017-01-31 18:00:00",16.6,76883
"2017-02-01 18:00:00",16.15,19099132
"2017-02-02 18:00:00",16.35,1245589
"2017-02-03 18:00:00",16.55,178581
"2017-02-06 18:00:00",16.4,3019066
"2017-02-07 18:00:00",16.4,57198
"2017-02-08 18:00:00",16.55,879570
"2017-02-09 18:00:00",16.8,20686000
"2017-02-10 18:00:00",17,5789066
"2017-02-13 18:00:00",17.6,74024955
"2017-02-14 18:00:00",17.65,17057198
"2017-02-15 18:00:00",17.9,250571
"2017-02-16 18:00:00",17.675,4834687
"2017-02-17 18:00:00",17.9,6751500
"2017-02-20 18:00:00",18,8550000
"2017-02-21 18:00:00",18,236666
"2017-02-22 18:00:00",17.9,49574
"2017-02-23 18:00:00",17.9,2038141
"2017-02-24 18:00:00",17.55,7138141
"2017-02-27 18:00:00",17.65,5153626
"2017-02-28 18:00:00",18,11338991
"2017-03-01 18:00:00",18.1,9418132
"2017-03-02 18:00:00",18.45,19582330
"2017-03-03 18:00:00",18.45,663600
"2017-03-06 18:00:00",18.4,8376300
"2017-03-07 18:00:00",18.5,4038132
"2017-03-08 18:00:00",18.3,5154800
"2017-03-09 18:00:00",18.2,16807
"2017-03-10 18:00:00",17.75,5404220
"2017-03-13 18:00:00",18.15,5019066
"2017-03-14 18:00:00",18.75,34555263
"2017-03-15 18:00:00",19.15,11635989
"2017-03-16 18:00:00",19.15,0
"2017-03-17 18:00:00",19.3,15497565
"2017-03-20 18:00:00",17.85,7135000
"2017-03-21 18:00:00",18.45,38269066
"2017-03-22 18:00:00",18.1,6519066
"2017-03-23 18:00:00",18.1,3266566
"2017-03-24 18:00:00",17.75,3019066
"2017-03-27 18:00:00",17.85,2019066
"2017-03-28 18:00:00",17.75,2017500
"2017-03-29 18:00:00",17.7,100058
"2017-03-30 18:00:00",17.55,3500000
"2017-03-31 18:00:00",17.55,5050000
"2017-04-03 18:00:00",17.575,4000000
"2017-04-04 18:00:00",18,12700000
"2017-04-05 18:00:00",17.95,107557
"2017-04-06 18:00:00",17.95,80306
"2017-04-07 18:00:00",17.95,0
"2017-04-10 18:00:00",18.15,100000
"2017-04-11 18:00:00",18.5,11645895
"2017-04-12 18:00:00",18.35,60266
"2017-04-18 18:00:00",18.3,7200734
"2017-04-19 18:00:00",18.3,0
"2017-04-21 18:00:00",18.3,19066
"2017-04-24 18:00:00",19,15198150
"2017-04-25 18:00:00",18.85,7019066
"2017-04-26 18:00:00",18.9,3750000
"2017-04-27 18:00:00",18.975,7057692
"2017-04-28 18:00:00",19,107394
"2017-05-02 18:00:00",18.95,1897720
"2017-05-03 18:00:00",18.95,27469
"2017-05-04 18:00:00",18.95,156264
"2017-05-05 18:00:00",19,63784
"2017-05-08 18:00:00",19.1,3027000
"2017-05-09 18:00:00",19,11396189
"2017-05-10 18:00:00",19.15,1611100
"2017-05-11 18:00:00",19,3106600
"2017-05-12 18:00:00",18.925,4000000
"2017-05-15 18:00:00",18.9,80000
"2017-05-16 18:00:00",18.5,14656717
"2017-05-17 18:00:00",18.95,4057216
"2017-05-18 18:00:00",18.9,278066
"2017-05-19 18:00:00",19,2009533
"2017-05-22 18:00:00",19,3316480
"2017-05-23 18:00:00",19.1,50000
"2017-05-24 18:00:00",18.95,1918000
"2017-05-26 18:00:00",18.9,218000
"2017-05-29 18:00:00",19.05,200000
"2017-05-30 18:00:00",18.9,4102966
"2017-05-31 18:00:00",18.65,299066
"2017-06-01 18:00:00",18.65,31671
"2017-06-02 18:00:00",18.5,3419000
"2017-06-06 18:00:00",18.5,19066
"2017-06-07 18:00:00",18.5,33612
"2017-06-08 18:00:00",19,7000000
"2017-06-09 18:00:00",19.05,8095267
