"DateTime","Eimskipafélag Íslands Verð ","Eimskipafélag Íslands Magn"
"2015-09-14 18:00:00",241.5,0
"2015-09-15 18:00:00",240.5,307437
"2015-09-16 18:00:00",241.25,11552
"2015-09-17 18:00:00",242,349567
"2015-09-18 18:00:00",240.5,350917
"2015-09-21 18:00:00",240,550000
"2015-09-22 18:00:00",241.25,468000
"2015-09-23 18:00:00",243.5,207936
"2015-09-24 18:00:00",245.5,768063
"2015-09-25 18:00:00",247,354713
"2015-09-28 18:00:00",248.5,1310757
"2015-09-29 18:00:00",248,7800
"2015-09-30 18:00:00",248,1500
"2015-10-01 18:00:00",250,307563
"2015-10-02 18:00:00",250.5,945833
"2015-10-05 18:00:00",250,120000
"2015-10-06 18:00:00",248,70000
"2015-10-07 18:00:00",250,568681
"2015-10-08 18:00:00",252.5,421000
"2015-10-09 18:00:00",251,8000
"2015-10-12 18:00:00",251.5,555574
"2015-10-13 18:00:00",253,1596225
"2015-10-14 18:00:00",252.5,542353
"2015-10-15 18:00:00",253.5,200500
"2015-10-16 18:00:00",254,554000
"2015-10-19 18:00:00",255,238800
"2015-10-20 18:00:00",251.5,209808
"2015-10-21 18:00:00",251.5,103568
"2015-10-22 18:00:00",256,1350600
"2015-10-23 18:00:00",254.5,714750
"2015-10-26 18:00:00",263,529410
"2015-10-27 18:00:00",261,400061
"2015-10-28 18:00:00",260,1162429
"2015-10-29 18:00:00",262,771531
"2015-10-30 18:00:00",262.75,109036
"2015-11-02 18:00:00",261,16562
"2015-11-03 18:00:00",264.5,357625
"2015-11-04 18:00:00",255.5,2506147
"2015-11-05 18:00:00",254,257792
"2015-11-06 18:00:00",254.5,351500
"2015-11-09 18:00:00",253,6956
"2015-11-10 18:00:00",253.5,180000
"2015-11-11 18:00:00",250,312500
"2015-11-12 18:00:00",250,930105
"2015-11-13 18:00:00",254,384700
"2015-11-16 18:00:00",257,1335000
"2015-11-17 18:00:00",253,169700
"2015-11-18 18:00:00",254,584900
"2015-11-19 18:00:00",256.5,398500
"2015-11-20 18:00:00",256,2264535
"2015-11-23 18:00:00",253.5,363691
"2015-11-24 18:00:00",248.5,528364
"2015-11-25 18:00:00",241,701399
"2015-11-26 18:00:00",241,1707093
"2015-11-27 18:00:00",241,10221
"2015-11-30 18:00:00",244.5,639908
"2015-12-01 18:00:00",243,3538
"2015-12-02 18:00:00",244,1015494
"2015-12-03 18:00:00",242,304908
"2015-12-04 18:00:00",243,217974
"2015-12-07 18:00:00",243,3700
"2015-12-08 18:00:00",240,193558
"2015-12-09 18:00:00",236,253100
"2015-12-10 18:00:00",236,0
"2015-12-11 18:00:00",238.5,1898
"2015-12-14 18:00:00",238,753093
"2015-12-15 18:00:00",238.5,100000
"2015-12-16 18:00:00",237,215100
"2015-12-17 18:00:00",240,1431500
"2015-12-18 18:00:00",240,23615
"2015-12-21 18:00:00",236,437000
"2015-12-22 18:00:00",236,73580
"2015-12-23 18:00:00",238,568520
"2015-12-28 18:00:00",237,340000
"2015-12-29 18:00:00",235.5,696500
"2015-12-30 18:00:00",235.5,74808
"2016-01-04 18:00:00",241.5,1798089
"2016-01-05 18:00:00",239.5,2047199
"2016-01-06 18:00:00",240,643636
"2016-01-07 18:00:00",239.5,467340
"2016-01-08 18:00:00",239,280707
"2016-01-11 18:00:00",236,775440
"2016-01-12 18:00:00",239.5,421030
"2016-01-13 18:00:00",238,413458
"2016-01-14 18:00:00",231,394547
"2016-01-15 18:00:00",225.5,500550
"2016-01-18 18:00:00",225.5,1911568
"2016-01-19 18:00:00",231,1332108
"2016-01-20 18:00:00",226.5,1158900
"2016-01-21 18:00:00",229,2152086
"2016-01-22 18:00:00",234.5,1337191
"2016-01-25 18:00:00",235,102000
"2016-01-26 18:00:00",236,401000
"2016-01-27 18:00:00",236,0
"2016-01-28 18:00:00",233,231413
"2016-01-29 18:00:00",232,159461
"2016-02-01 18:00:00",230,459616
"2016-02-02 18:00:00",233,301977
"2016-02-03 18:00:00",235.5,338805
"2016-02-04 18:00:00",231,410060
"2016-02-05 18:00:00",231.5,318999
"2016-02-08 18:00:00",229,352100
"2016-02-09 18:00:00",230,2736440
"2016-02-10 18:00:00",233.5,1639289
"2016-02-11 18:00:00",228.5,274085
"2016-02-12 18:00:00",232,115775
"2016-02-15 18:00:00",230,203108
"2016-02-16 18:00:00",228.5,251898
"2016-02-17 18:00:00",229,364000
"2016-02-18 18:00:00",229.5,650500
"2016-02-19 18:00:00",229.5,603500
"2016-02-22 18:00:00",233,3224450
"2016-02-23 18:00:00",235,361400
"2016-02-24 18:00:00",236,336340
"2016-02-25 18:00:00",238,458856
"2016-02-26 18:00:00",234,458650
"2016-02-29 18:00:00",232,386193
"2016-03-01 18:00:00",231,103151
"2016-03-02 18:00:00",231,2408
"2016-03-03 18:00:00",230,1543000
"2016-03-04 18:00:00",231,1476973
"2016-03-07 18:00:00",231,0
"2016-03-08 18:00:00",229.5,289040
"2016-03-09 18:00:00",231,628372
"2016-03-10 18:00:00",233,315893
"2016-03-11 18:00:00",234,406000
"2016-03-14 18:00:00",238.5,1404500
"2016-03-15 18:00:00",237.5,65808
"2016-03-16 18:00:00",237.5,550288
"2016-03-17 18:00:00",237.25,165000
"2016-03-18 18:00:00",232,37600
"2016-03-21 18:00:00",231.5,251246
"2016-03-22 18:00:00",234.5,254580
"2016-03-23 18:00:00",233.75,449369
"2016-03-29 18:00:00",234.5,695000
"2016-03-30 18:00:00",236.75,915000
"2016-03-31 18:00:00",238,7365
"2016-04-01 18:00:00",238,453392
"2016-04-04 18:00:00",238,502670
"2016-04-05 18:00:00",236.5,509050
"2016-04-06 18:00:00",234.5,468545
"2016-04-07 18:00:00",237.5,110488
"2016-04-08 18:00:00",236,166215
"2016-04-11 18:00:00",239,1870000
"2016-04-12 18:00:00",240,732308
"2016-04-13 18:00:00",244.5,1251121
"2016-04-14 18:00:00",245,118461
"2016-04-15 18:00:00",245.5,1150000
"2016-04-18 18:00:00",247,74000
"2016-04-19 18:00:00",244.5,408150
"2016-04-20 18:00:00",244.5,14000
"2016-04-22 18:00:00",246,18981
"2016-04-25 18:00:00",243.5,81053
"2016-04-26 18:00:00",243.5,0
"2016-04-27 18:00:00",244,198730
"2016-04-28 18:00:00",242.5,230000
"2016-04-29 18:00:00",237.5,378256
"2016-05-02 18:00:00",235,252700
"2016-05-03 18:00:00",236,850259
"2016-05-04 18:00:00",238.5,600000
"2016-05-06 18:00:00",240,600600
"2016-05-09 18:00:00",240.5,1708700
"2016-05-10 18:00:00",239.5,793225
"2016-05-11 18:00:00",240,652537
"2016-05-12 18:00:00",241.5,1222114
"2016-05-13 18:00:00",246,750000
"2016-05-17 18:00:00",244,14732
"2016-05-18 18:00:00",242,444067
"2016-05-19 18:00:00",238,400000
"2016-05-20 18:00:00",237.5,57212
"2016-05-23 18:00:00",238.5,750000
"2016-05-24 18:00:00",238.5,306340
"2016-05-25 18:00:00",241.75,772401
"2016-05-26 18:00:00",240.5,261671
"2016-05-27 18:00:00",262.75,5551958
"2016-05-30 18:00:00",271.5,2259221
"2016-05-31 18:00:00",274,2118606
"2016-06-01 18:00:00",274,100000
"2016-06-02 18:00:00",272.5,330000
"2016-06-03 18:00:00",270,149990
"2016-06-06 18:00:00",268,380651
"2016-06-07 18:00:00",271,515000
"2016-06-08 18:00:00",270,1013000
"2016-06-09 18:00:00",270,0
"2016-06-10 18:00:00",269,280308
"2016-06-13 18:00:00",269,132798
"2016-06-14 18:00:00",269,133902
"2016-06-15 18:00:00",269,0
"2016-06-16 18:00:00",269,0
"2016-06-20 18:00:00",270,42520
"2016-06-21 18:00:00",272,303600
"2016-06-22 18:00:00",273,1831
"2016-06-23 18:00:00",273,0
"2016-06-24 18:00:00",266,888723
"2016-06-27 18:00:00",259,390000
"2016-06-28 18:00:00",263.5,329000
"2016-06-29 18:00:00",265,332283
"2016-06-30 18:00:00",265.5,100750
"2016-07-01 18:00:00",268.5,725873
"2016-07-04 18:00:00",268.5,1000
"2016-07-05 18:00:00",268.5,13000
"2016-07-06 18:00:00",271,233997
"2016-07-07 18:00:00",270,1830
"2016-07-08 18:00:00",270,100000
"2016-07-11 18:00:00",271.5,283214
"2016-07-12 18:00:00",274.5,266134
"2016-07-13 18:00:00",276.5,1002082
"2016-07-14 18:00:00",278.5,105000
"2016-07-15 18:00:00",278,925000
"2016-07-18 18:00:00",275.5,51560
"2016-07-19 18:00:00",271.5,300000
"2016-07-20 18:00:00",274,177584
"2016-07-21 18:00:00",274,1500
"2016-07-22 18:00:00",274,2939
"2016-07-25 18:00:00",274,0
"2016-07-26 18:00:00",270,310420
"2016-07-27 18:00:00",268,100000
"2016-07-28 18:00:00",262,615000
"2016-07-29 18:00:00",260,619200
"2016-08-02 18:00:00",260.5,61500
"2016-08-03 18:00:00",260.5,0
"2016-08-04 18:00:00",271.5,1621000
"2016-08-05 18:00:00",269,1219800
"2016-08-08 18:00:00",268,800000
"2016-08-09 18:00:00",268.5,202000
"2016-08-10 18:00:00",268,620000
"2016-08-11 18:00:00",266.5,77018
"2016-08-12 18:00:00",268,9500
"2016-08-15 18:00:00",270,272721
"2016-08-16 18:00:00",273,538200
"2016-08-17 18:00:00",275.75,1545000
"2016-08-18 18:00:00",276.5,250750
"2016-08-19 18:00:00",276.5,36500
"2016-08-22 18:00:00",276.5,0
"2016-08-23 18:00:00",276.25,643246
"2016-08-24 18:00:00",287,1072120
"2016-08-25 18:00:00",287,369176
"2016-08-26 18:00:00",300.25,1837060
"2016-08-29 18:00:00",300,615607
"2016-08-30 18:00:00",305.5,1760530
"2016-08-31 18:00:00",305,889845
"2016-09-01 18:00:00",312.5,1421810
"2016-09-02 18:00:00",312,986236
"2016-09-05 18:00:00",306.5,742049
"2016-09-06 18:00:00",305,196300
"2016-09-07 18:00:00",308,154200
"2016-09-08 18:00:00",309.5,750000
"2016-09-09 18:00:00",309,518240
"2016-09-12 18:00:00",310,321309
"2016-09-13 18:00:00",309,171530
"2016-09-14 18:00:00",305.5,162000
"2016-09-15 18:00:00",307,50000
"2016-09-16 18:00:00",312.5,262536
"2016-09-19 18:00:00",314.5,978016
"2016-09-20 18:00:00",314,109858
"2016-09-21 18:00:00",311.5,356500
"2016-09-22 18:00:00",314.5,160251
"2016-09-23 18:00:00",315,109725
"2016-09-26 18:00:00",311,550000
"2016-09-27 18:00:00",305,563508
"2016-09-28 18:00:00",306,230882
"2016-09-29 18:00:00",304.5,150000
"2016-09-30 18:00:00",299.5,1681500
"2016-10-03 18:00:00",307.5,651300
"2016-10-04 18:00:00",311.5,987614
"2016-10-05 18:00:00",316,1573838
"2016-10-06 18:00:00",316,100000
"2016-10-07 18:00:00",315.5,400000
"2016-10-10 18:00:00",317,1168960
"2016-10-11 18:00:00",316.5,380000
"2016-10-12 18:00:00",316,452500
"2016-10-13 18:00:00",315.5,130637
"2016-10-14 18:00:00",315.5,100570
"2016-10-17 18:00:00",312,813050
"2016-10-18 18:00:00",312,369155
"2016-10-19 18:00:00",313.5,1435000
"2016-10-20 18:00:00",315,15000
"2016-10-21 18:00:00",311,200650
"2016-10-24 18:00:00",307.5,250000
"2016-10-25 18:00:00",307.5,0
"2016-10-26 18:00:00",315.5,504067
"2016-10-27 18:00:00",315,1080
"2016-10-28 18:00:00",312.5,498000
"2016-10-31 18:00:00",318.5,603701
"2016-11-01 18:00:00",316,200000
"2016-11-02 18:00:00",321,2250150
"2016-11-03 18:00:00",319.5,182500
"2016-11-04 18:00:00",319.5,250000
"2016-11-07 18:00:00",319.5,0
"2016-11-08 18:00:00",317.5,415380
"2016-11-09 18:00:00",315,242634
"2016-11-10 18:00:00",313.75,42867
"2016-11-11 18:00:00",315,300000
"2016-11-14 18:00:00",315.25,566700
"2016-11-15 18:00:00",313.5,356410
"2016-11-16 18:00:00",317,860301
"2016-11-17 18:00:00",323.5,603846
"2016-11-18 18:00:00",334,1500000
"2016-11-21 18:00:00",335,1065000
"2016-11-22 18:00:00",330.5,1049050
"2016-11-23 18:00:00",331,801300
"2016-11-24 18:00:00",339,480975
"2016-11-25 18:00:00",337.5,250000
"2016-11-28 18:00:00",338.5,900790
"2016-11-29 18:00:00",337.25,181392
"2016-11-30 18:00:00",332,1106083
"2016-12-01 18:00:00",330.5,150000
"2016-12-02 18:00:00",329,300000
"2016-12-05 18:00:00",331,1602542
"2016-12-06 18:00:00",334,147021
"2016-12-07 18:00:00",337.5,1425214
"2016-12-08 18:00:00",337.5,250000
"2016-12-09 18:00:00",334,301250
"2016-12-12 18:00:00",334,100592
"2016-12-13 18:00:00",326,804258
"2016-12-14 18:00:00",329.5,50025
"2016-12-15 18:00:00",329.5,27846
"2016-12-16 18:00:00",329.5,109751
"2016-12-19 18:00:00",325,127861
"2016-12-20 18:00:00",325,63102
"2016-12-21 18:00:00",324,200000
"2016-12-22 18:00:00",327,207429
"2016-12-23 18:00:00",327,0
"2016-12-27 18:00:00",327,0
"2016-12-28 18:00:00",323.5,200000
"2016-12-29 18:00:00",322.5,4808
"2016-12-30 18:00:00",322.5,59081
"2017-01-02 18:00:00",325,261419
"2017-01-03 18:00:00",319,789700
"2017-01-04 18:00:00",319.5,682017
"2017-01-05 18:00:00",318.5,395800
"2017-01-06 18:00:00",310,504000
"2017-01-09 18:00:00",311.5,179681
"2017-01-10 18:00:00",312,203500
"2017-01-11 18:00:00",316,321000
"2017-01-12 18:00:00",313,280000
"2017-01-13 18:00:00",313,40251
"2017-01-16 18:00:00",311,312737
"2017-01-17 18:00:00",304.5,190000
"2017-01-18 18:00:00",298,284252
"2017-01-19 18:00:00",307,509948
"2017-01-20 18:00:00",310,191213
"2017-01-23 18:00:00",304,300000
"2017-01-24 18:00:00",305,290215
"2017-01-25 18:00:00",307.5,582500
"2017-01-26 18:00:00",313,809390
"2017-01-27 18:00:00",316.5,2140119
"2017-01-30 18:00:00",316.5,0
"2017-01-31 18:00:00",316.5,0
"2017-02-01 18:00:00",307.5,493200
"2017-02-02 18:00:00",312,961000
"2017-02-03 18:00:00",314.25,130365
"2017-02-06 18:00:00",314.25,210973
"2017-02-07 18:00:00",310.5,402197
"2017-02-08 18:00:00",305.5,213000
"2017-02-09 18:00:00",312.5,750994
"2017-02-10 18:00:00",317.5,1210441
"2017-02-13 18:00:00",323,1023299
"2017-02-14 18:00:00",326,966520
"2017-02-15 18:00:00",324.5,569914
"2017-02-16 18:00:00",324,101543
"2017-02-17 18:00:00",325,410000
"2017-02-20 18:00:00",329,447740
"2017-02-21 18:00:00",323,1000
"2017-02-22 18:00:00",321.5,298000
"2017-02-23 18:00:00",320,57848
"2017-02-24 18:00:00",317,959155
"2017-02-27 18:00:00",314.5,1396328
"2017-02-28 18:00:00",315.5,801087
"2017-03-01 18:00:00",315,245978
"2017-03-02 18:00:00",314.5,6853
"2017-03-03 18:00:00",314.5,900000
"2017-03-06 18:00:00",311.5,271000
"2017-03-07 18:00:00",309.75,201000
"2017-03-08 18:00:00",307.5,356890
"2017-03-09 18:00:00",312,652352
"2017-03-10 18:00:00",311.5,98000
"2017-03-13 18:00:00",315.5,604860
"2017-03-14 18:00:00",320,1741620
"2017-03-15 18:00:00",320.75,504270
"2017-03-16 18:00:00",317.5,7319
"2017-03-17 18:00:00",321.5,1225930
"2017-03-20 18:00:00",318.5,410000
"2017-03-21 18:00:00",323.25,1176750
"2017-03-22 18:00:00",319,453471
"2017-03-23 18:00:00",321.5,563711
"2017-03-24 18:00:00",315,338356
"2017-03-27 18:00:00",315.5,52657
"2017-03-28 18:00:00",314.5,1300
"2017-03-29 18:00:00",314.5,31880
"2017-03-30 18:00:00",314,384710
"2017-03-31 18:00:00",314,715011
"2017-04-03 18:00:00",316,1025374
"2017-04-04 18:00:00",317.5,103200
"2017-04-05 18:00:00",318.5,618025
"2017-04-06 18:00:00",318.5,0
"2017-04-07 18:00:00",317,19925
"2017-04-10 18:00:00",317,11248
"2017-04-11 18:00:00",317,0
"2017-04-12 18:00:00",320,11899
"2017-04-18 18:00:00",320,0
"2017-04-19 18:00:00",321.5,1607000
"2017-04-21 18:00:00",319,136274
"2017-04-24 18:00:00",323,300400
"2017-04-25 18:00:00",322.5,119
"2017-04-26 18:00:00",322.5,384775
"2017-04-27 18:00:00",322.5,0
"2017-04-28 18:00:00",325,226185
"2017-05-02 18:00:00",324,118500
"2017-05-03 18:00:00",326.5,115761
"2017-05-04 18:00:00",325.5,412438
"2017-05-05 18:00:00",323.5,7599
"2017-05-08 18:00:00",324,173000
"2017-05-09 18:00:00",327,102950
"2017-05-10 18:00:00",322,323739
"2017-05-11 18:00:00",326.5,815000
"2017-05-12 18:00:00",332,630605
"2017-05-15 18:00:00",335.75,557400
"2017-05-16 18:00:00",335,74888
"2017-05-17 18:00:00",338.5,598566
"2017-05-18 18:00:00",332.5,175772
"2017-05-19 18:00:00",332,1232531
"2017-05-22 18:00:00",331.75,538500
"2017-05-23 18:00:00",337,1358910
"2017-05-24 18:00:00",332.5,886947
"2017-05-26 18:00:00",327.5,174000
"2017-05-29 18:00:00",323,521612
"2017-05-30 18:00:00",319,307479
"2017-05-31 18:00:00",316,159000
"2017-06-01 18:00:00",317,200000
"2017-06-02 18:00:00",316.5,390900
"2017-06-06 18:00:00",314,7333
"2017-06-07 18:00:00",317.5,331979
"2017-06-08 18:00:00",321.75,546300
"2017-06-09 18:00:00",319.75,206580
