Date,DAX_Price,DAX_Open,DAX_High,DAX_Low,DAX_Volume,DJI_Price,DJI_Open,DJI_High,DJI_Low,DJI_Volume,FCHI_Price,FCHI_Open,FCHI_High,FCHI_Low,FCHI_Volume,FTSE_Price,FTSE_Open,FTSE_High,FTSE_Low,FTSE_Volume,IBEX_Price,IBEX_Open,IBEX_High,IBEX_Low,IBEX_Volume,IXIC_Price,IXIC_Open,IXIC_High,IXIC_Low,IXIC_Volume,N225_Price,N225_Open,N225_High,N225_Low,N225_Volume,NOMXIBB_Price,NOMXIBB_Open,NOMXIBB_High,NOMXIBB_Low,NOMXIBB_Volume,NOMXINOM_Price,NOMXINOM_Open,NOMXINOM_High,NOMXINOM_Low,NOMXINOM_Volume,NOMXIREAL_Price,NOMXIREAL_Open,NOMXIREAL_High,NOMXIREAL_Low,NOMXIREAL_Volume,OMXC20_Price,OMXC20_Open,OMXC20_High,OMXC20_Low,OMXC20_Volume,OMXI8_Price,OMXI8_Open,OMXI8_High,OMXI8_Low,OMXI8_Volume,OMXIGI_Price,OMXIGI_Open,OMXIGI_High,OMXIGI_Low,OMXIGI_Volume,OMXIMCPI_Price,OMXIMCPI_Open,OMXIMCPI_High,OMXIMCPI_Low,OMXIMCPI_Volume,OMXIPI_Price,OMXIPI_Open,OMXIPI_High,OMXIPI_Low,OMXIPI_Volume,OMXISCPI_Price,OMXISCPI_Open,OMXISCPI_High,OMXISCPI_Low,OMXISCPI_Volume,OMXS30_Price,OMXS30_Open,OMXS30_High,OMXS30_Low,OMXS30_Volume,PSI20_Price,PSI20_Open,PSI20_High,PSI20_Low,PSI20_Volume,SSMI_Price,SSMI_Open,SSMI_High,SSMI_Low,SSMI_Volume,STOXX50E_Price,STOXX50E_Open,STOXX50E_High,STOXX50E_Low,STOXX50E_Volume,VIX_Price,VIX_Open,VIX_High,VIX_Low,VIX_Volume
2014-05-29,9938.9,9937.66,9956.24,9917.97,65.74M,16698.74,16637.74,16698.74,16620.43,55.50M,4530.51,4523.41,4533.5,4515.46,67.04M,6871.29,6851.22,6882.14,6848.06,403.37M,10734.8,10755.7,10770.3,10665.0,182.66M,4247.95,4238.04,4247.95,4228.96,365.31M,14681.72,14585.64,14714.95,14574.02,122.00K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7073.54,7127.93,7127.93,7047.59,681.25M,,,,,,3244.66,3245.54,3250.34,3235.87,35.23M,11.57,11.58,11.82,11.41,-
2014-05-30,9943.27,9926.73,9970.77,9924.63,103.68M,16717.17,16697.33,16721.22,16648.85,105.19M,4519.57,4512.57,4524.92,4495.79,133.96M,6844.51,6871.29,6874.33,6831.99,1.17B,10798.7,10708.1,10803.4,10697.8,319.90M,4242.62,4251.49,4252.08,4221.95,511.40M,14632.38,14707.66,14741.1,14591.62,175.33K,,,,,,,,,,,,,,,,,,,,,1160.95,1163.33,1166.88,1160.63,-,378.47,380.32,380.64,378.47,-,55.01,55.44,55.44,55.01,-,830.0,834.06,834.75,830.0,-,162.99,162.29,163.14,162.21,-,1402.08,1393.16,1404.63,1393.16,85.57M,7112.91,7067.9,7135.68,7067.9,679.75M,8674.52,8702.98,8705.76,8662.55,48.57M,3244.6,3238.97,3249.05,3233.86,56.95M,11.4,11.66,11.7,11.32,-
2014-06-02,9950.12,9986.86,9992.33,9907.77,57.92M,16743.63,16716.85,16756.64,16682.07,57.56M,4515.89,4523.9,4529.35,4502.12,121.76M,6864.1,6844.51,6874.38,6844.51,573.72M,10827.4,10819.0,10877.4,10800.2,196.10M,4237.2,4247.96,4247.96,4207.61,408.84M,14935.92,14777.51,14963.91,14777.51,130.61K,,,,,,,,,,,,,,,,721.87,724.01,724.01,720.66,-,1170.27,1160.49,1170.86,1160.33,-,381.89,378.52,381.89,378.39,-,55.63,55.11,55.63,55.05,-,837.51,830.1,837.51,829.82,-,163.34,163.08,163.4,162.53,-,1399.4,1406.26,1406.26,1397.9,79.07M,7160.61,7173.8,7183.37,7138.94,854.40M,8688.96,8715.06,8718.24,8674.97,29.75M,3247.8,3247.54,3256.0,3236.53,38.57M,11.58,11.69,12.17,11.29,-
2014-06-03,9919.74,9949.96,9954.78,9887.01,71.97M,16722.34,16736.7,16736.7,16690.01,67.83M,4503.69,4512.88,4516.02,4499.0,97.73M,6836.3,6864.1,6865.38,6817.96,504.99M,10776.7,10838.3,10873.6,10744.3,206.17M,4234.08,4222.04,4240.35,4215.8,432.93M,15034.25,15089.04,15091.49,15026.01,145.94K,,,,,,,,,,,,,,,,720.75,722.74,725.18,720.17,-,1171.45,1170.61,1175.61,1170.21,-,382.48,381.96,383.47,381.87,-,55.77,55.64,55.89,55.61,-,838.8,837.64,840.97,837.45,-,163.06,163.33,163.86,163.06,-,1395.77,1398.82,1398.86,1392.19,59.37M,7126.15,7142.47,7150.96,7098.95,481.47M,8661.2,8679.66,8683.87,8647.71,29.00M,3241.04,3247.27,3251.64,3233.08,40.97M,11.87,12.03,12.13,11.72,-
2014-06-04,9926.67,9903.82,9928.96,9866.97,66.44M,16737.53,16720.0,16742.91,16673.65,65.57M,4501.0,4494.13,4508.26,4470.47,100.37M,6818.63,6836.3,6840.6,6800.1,560.72M,10755.6,10756.2,10775.1,10667.2,193.39M,4251.64,4222.21,4256.19,4216.23,392.28M,15067.96,15067.41,15071.78,14985.21,131.97K,,,,,,,,,,,,,,,,727.63,720.41,727.63,720.41,-,1183.81,1171.12,1183.81,1171.12,-,386.32,382.48,386.32,382.37,-,56.4,55.76,56.4,55.76,-,847.2,838.79,847.2,838.55,-,164.06,163.06,164.06,162.95,-,1397.47,1393.3,1397.9,1391.84,55.36M,7164.89,7122.3,7168.03,7112.5,309.24M,8661.08,8662.94,8694.68,8642.9,34.75M,3237.93,3236.02,3243.0,3217.87,42.44M,12.08,12.15,12.33,11.91,-
2014-06-05,9947.83,9929.41,10013.69,9896.09,129.94M,16836.11,16739.14,16845.81,16709.95,70.46M,4548.73,4504.03,4577.7,4487.48,148.43M,6813.49,6818.63,6847.0,6795.27,626.57M,10876.4,10761.0,10970.0,10714.2,382.16M,4296.23,4259.12,4299.5,4241.68,456.39M,15079.37,15112.59,15141.14,15016.81,127.87K,,,,,,,,,,,,,,,,,,,,,1177.45,1179.82,1181.51,1174.48,-,385.66,385.55,386.47,385.27,-,56.39,56.31,56.52,56.28,-,845.76,845.52,847.54,844.9,-,162.98,163.56,163.6,162.98,-,1391.2,1396.24,1401.23,1391.2,92.13M,7238.05,7186.95,7299.38,7174.42,485.11M,8643.28,8654.57,8705.86,8643.21,41.43M,3267.05,3239.64,3291.89,3227.85,89.45M,11.68,12.09,12.34,11.44,-
2014-06-06,9987.19,9954.01,10000.92,9941.65,92.99M,16924.28,16839.64,16924.28,16839.64,80.53M,4581.12,4553.31,4586.68,4539.53,127.89M,6858.21,6813.49,6862.91,6813.49,766.31M,11064.3,10917.6,11085.1,10888.4,338.35M,4321.4,4312.76,4322.51,4305.74,409.13M,15077.24,15138.75,15144.34,15042.59,134.78K,,,,,,,,,,,,,,,,733.4,735.16,735.63,732.6,-,1176.15,1178.52,1184.99,1176.15,-,385.87,385.66,387.38,385.66,-,56.29,56.42,56.57,56.29,-,844.48,845.76,847.8,844.48,-,162.9,162.98,163.05,162.83,-,,,,,,7347.36,7287.3,7366.95,7275.41,1.28B,8659.69,8647.08,8662.87,8606.09,36.14M,3294.28,3267.05,3297.51,3262.76,75.47M,10.73,11.32,11.39,10.73,-
2014-06-09,10008.63,9994.4,10009.6,9985.87,43.20M,16943.1,16926.08,16970.17,16912.92,67.13M,4589.12,4580.94,4590.66,4570.41,66.66M,6875.0,6858.21,6878.96,6857.7,388.13M,11164.1,11089.8,11188.2,11057.7,267.30M,4336.24,4324.35,4346.74,4320.28,435.14M,15124.0,15204.31,15206.57,15116.03,107.32K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.44,1405.0,1406.44,1400.96,72.93M,7390.11,7346.26,7390.11,7336.21,425.53M,,,,,,3305.26,3296.78,3305.26,3289.19,48.28M,11.15,11.23,11.51,10.99,-
2014-06-10,10028.8,9998.51,10033.74,9987.69,64.85M,16945.92,16940.4,16946.34,16897.44,64.56M,4595.0,4589.9,4598.65,4579.06,85.72M,6873.55,6875.0,6875.24,6835.8,534.39M,11153.5,11136.6,11177.6,11095.6,246.60M,4338.0,4329.2,4338.87,4319.93,419.94M,14994.8,15130.74,15184.77,14966.8,121.34K,,,,,,,,,,,,,,,,743.2,733.47,743.33,733.47,-,1164.73,1175.13,1175.29,1164.73,-,381.84,385.61,385.67,381.84,-,55.52,56.27,56.27,55.52,-,835.67,843.92,844.05,835.67,-,162.85,162.64,163.43,162.64,-,1406.22,1401.7,1406.74,1401.5,68.67M,7445.36,7385.67,7459.64,7354.5,253.09M,8752.86,8674.89,8759.41,8673.69,40.87M,3313.8,3305.17,3314.67,3298.47,50.39M,10.99,11.3,11.66,10.93,-
2014-06-11,9949.81,10022.99,10024.84,9921.26,96.29M,16843.88,16943.16,16943.16,16821.85,61.86M,4555.11,4580.73,4583.64,4552.63,123.04M,6838.87,6873.55,6873.55,6825.24,675.33M,11074.9,11134.4,11167.8,11045.2,211.58M,4331.93,4322.92,4338.21,4315.49,408.36M,15069.48,15000.13,15075.72,14998.63,99.51K,,,,,,,,,,,,,,,,738.57,746.66,747.84,735.81,-,1151.75,1164.4,1164.4,1151.75,-,380.11,381.78,381.78,377.06,-,55.2,55.51,55.51,54.62,-,831.87,835.53,835.53,825.21,-,162.74,162.86,163.03,162.63,-,1400.35,1408.97,1410.09,1398.28,68.97M,7318.53,7460.5,7468.82,7315.5,242.71M,8712.09,8753.95,8763.98,8692.36,42.14M,3289.09,3311.02,3311.02,3285.15,58.17M,11.6,11.42,11.87,11.19,-
2014-06-12,9938.7,9950.52,9970.38,9917.61,68.48M,16734.19,16840.48,16841.57,16703.73,72.56M,4554.4,4552.0,4573.98,4545.22,97.95M,6843.11,6838.87,6853.18,6827.03,527.38M,11088.5,11081.7,11137.3,11046.0,186.19M,4297.63,4323.11,4328.35,4284.53,454.96M,14973.53,14942.15,14992.96,14862.08,132.42K,,,,,,,,,,,,,,,,745.16,739.95,746.56,739.64,-,1159.38,1152.98,1159.78,1150.01,-,381.14,380.1,381.66,379.94,-,55.45,55.25,55.48,55.19,-,834.14,831.86,835.27,831.51,-,162.25,162.74,162.92,162.24,-,1397.67,1401.87,1402.66,1395.49,60.89M,7253.86,7307.35,7371.45,7225.02,441.83M,8670.98,8713.93,8716.02,8661.27,33.38M,3284.28,3289.57,3299.32,3277.36,51.37M,12.56,11.81,12.81,11.71,-
2014-06-13,9912.87,9920.49,9944.57,9829.09,79.42M,16775.74,16734.64,16787.89,16718.6,95.22M,4543.28,4550.19,4555.86,4506.93,99.69M,6777.85,6843.11,6843.11,6758.15,640.61M,11113.7,11079.0,11134.3,11010.0,197.26M,4310.65,4315.31,4317.67,4288.41,430.05M,15097.84,14830.99,15121.64,14830.99,172.23K,,,,,,,,,,,,,,,,740.78,744.61,745.52,736.42,-,1162.01,1157.25,1162.83,1155.53,-,382.64,381.11,382.76,380.54,-,55.7,55.39,55.72,55.33,-,837.41,834.07,837.68,832.82,-,162.61,162.19,162.66,162.19,-,1390.15,1397.33,1397.39,1383.29,67.44M,7238.42,7252.14,7258.29,7198.23,377.72M,8653.76,8652.13,8658.55,8588.29,41.43M,3282.84,3282.0,3291.5,3254.53,52.37M,12.18,12.45,12.69,11.89,-
2014-06-16,9883.98,9885.97,9925.85,9872.77,64.03M,16781.01,16765.56,16802.14,16722.86,77.90M,4510.05,4523.52,4540.68,4509.52,95.24M,6754.64,6777.85,6779.4,6748.04,568.44M,11008.2,11055.0,11099.2,10971.7,213.70M,4321.1,4303.93,4326.89,4296.26,407.96M,14933.29,15049.61,15056.75,14867.15,115.96K,,,,,,,,,,,,,,,,742.28,738.46,743.23,737.03,-,1153.88,1156.71,1156.71,1151.31,-,381.18,381.82,381.82,380.76,-,55.52,55.54,55.55,55.4,-,834.22,835.62,835.62,833.29,-,161.67,162.61,162.61,161.67,-,1382.98,1387.93,1392.16,1380.28,73.86M,7194.6,7220.2,7247.05,7177.07,270.50M,8663.59,8638.51,8665.7,8626.22,42.60M,3261.42,3276.33,3278.6,3259.82,44.59M,12.65,12.65,12.87,12.28,-
2014-06-17,9920.32,9915.2,9982.89,9861.29,72.08M,16808.49,16779.21,16823.55,16732.91,63.53M,4536.07,4524.25,4538.24,4508.46,96.00M,6766.77,6754.64,6774.87,6736.11,572.51M,11058.5,11031.1,11093.5,11013.0,198.94M,4337.23,4316.01,4346.12,4311.15,444.94M,14975.97,14962.99,15026.96,14948.54,107.41K,,,,,,,,,,,,,,,,741.47,741.6,748.3,737.9,-,,,,,,,,,,,,,,,,,,,,,,,,,,1384.27,1384.0,1390.09,1380.17,60.55M,7202.49,7209.93,7221.59,7176.38,182.76M,8667.79,8670.02,8683.75,8647.37,45.41M,3275.33,3268.56,3284.73,3256.2,48.29M,12.06,12.81,12.89,12.06,-
2014-06-18,9930.33,9932.04,9964.02,9922.07,72.98M,16906.62,16806.12,16911.41,16755.29,73.72M,4530.37,4540.1,4550.93,4529.53,99.27M,6778.56,6766.77,6799.59,6766.77,511.30M,11112.3,11082.4,11130.8,11052.7,197.07M,4362.84,4341.18,4365.1,4320.54,434.83M,15115.8,15009.89,15139.99,14995.45,118.60K,,,,,,,,,,,,,,,,744.69,743.63,747.02,743.08,-,1158.86,1157.46,1159.73,1153.22,-,380.18,381.75,381.75,379.33,-,55.37,55.62,55.62,55.24,-,832.03,835.46,835.46,830.17,-,161.27,161.59,161.59,161.03,-,1378.42,1386.51,1389.61,1378.42,76.62M,7163.59,7226.45,7226.45,7157.41,220.84M,8657.27,8662.92,8700.0,8649.8,32.94M,3279.2,3278.2,3289.09,3275.83,43.28M,10.61,11.8,11.91,10.57,-
2014-06-19,10004.0,10018.91,10023.55,9993.03,86.69M,16921.46,16909.9,16923.43,16858.88,80.22M,4563.04,4565.11,4581.95,4558.07,130.91M,6808.11,6778.56,6837.57,6778.56,563.40M,11187.8,11192.4,11249.4,11158.8,222.99M,4359.33,4370.14,4372.18,4339.61,440.75M,15361.16,15140.35,15375.38,15138.28,189.91K,,,,,,,,,,,,,,,,745.49,747.64,748.53,743.44,-,1148.37,1159.2,1159.2,1148.37,-,378.15,380.18,380.31,378.15,-,55.08,55.39,55.39,55.08,-,827.6,832.02,832.32,827.6,-,160.4,161.24,161.39,160.4,-,1386.04,1387.2,1391.52,1383.23,76.85M,7196.42,7216.99,7222.37,7162.45,233.53M,8674.37,8691.78,8697.93,8666.65,43.00M,3314.8,3299.81,3325.5,3299.81,66.68M,10.62,10.53,10.82,10.42,-
2014-06-20,9987.24,9995.5,10050.98,9987.24,209.56M,16947.08,16920.62,16978.02,16920.62,247.35M,4541.34,4555.51,4574.92,4541.34,188.83M,6825.2,6808.11,6840.62,6791.2,1.02B,11155.1,11174.9,11215.8,11142.6,385.51M,4368.04,4365.37,4368.8,4354.03,1.06B,15349.42,15359.6,15422.06,15305.43,190.02K,,,,,,,,,,,,,,,,743.86,745.1,746.63,743.39,-,1144.42,1146.24,1147.27,1141.85,-,378.44,378.23,379.12,378.07,-,55.12,55.25,55.25,55.05,-,828.22,827.76,829.71,827.41,-,160.52,160.54,160.54,160.18,-,,,,,,7098.68,7173.24,7192.0,7098.68,421.23M,8701.61,8694.45,8724.85,8683.68,74.57M,3302.36,3311.87,3324.2,3302.36,91.91M,10.85,10.4,11.02,10.34,-
2014-06-23,9920.92,9991.4,9993.02,9885.96,68.73M,16937.26,16946.5,16954.27,16896.09,63.64M,4515.57,4540.52,4540.52,4494.36,113.65M,6800.56,6825.2,6829.76,6785.83,466.64M,11118.3,11163.4,11185.1,11093.9,176.42M,4368.68,4368.95,4371.81,4358.68,424.37M,15369.28,15419.47,15442.67,15335.88,119.97K,,,,,,,,,,,,,,,,742.79,746.0,747.09,741.44,-,1143.03,1140.18,1146.55,1139.12,-,379.83,377.79,379.87,377.62,-,55.37,55.0,55.39,55.0,-,831.25,826.79,831.35,826.44,-,160.71,160.52,160.86,160.52,-,1396.08,1388.64,1399.17,1381.23,70.95M,7021.63,7113.37,7128.91,6978.94,226.44M,8644.57,8687.01,8695.61,8630.26,33.01M,3282.58,3301.18,3302.9,3270.11,47.59M,10.98,11.26,11.35,10.92,-
2014-06-24,9938.08,9938.64,9948.59,9899.47,61.27M,16818.13,16934.62,16969.7,16805.23,80.22M,4518.34,4529.54,4536.11,4513.1,95.14M,6787.07,6800.56,6824.45,6776.8,570.13M,11105.9,11147.6,11168.8,11082.5,183.08M,4350.35,4367.9,4399.87,4342.9,482.18M,15376.24,15300.5,15424.57,15252.27,122.75K,,,,,,,,,,,,,,,,738.89,744.21,744.62,738.58,-,1138.16,1143.03,1148.92,1138.16,-,378.41,379.86,380.82,378.41,-,55.25,55.41,55.57,55.25,-,828.16,831.33,833.42,828.16,-,159.3,160.77,160.77,159.3,-,1400.37,1397.02,1400.56,1393.0,75.03M,6916.58,7037.77,7048.61,6894.77,637.71M,8673.27,8673.82,8691.42,8636.36,45.86M,3284.81,3289.07,3294.69,3275.79,48.22M,12.13,11.02,12.27,10.87,-
2014-06-25,9867.75,9883.78,9914.12,9836.46,82.31M,16867.51,16817.68,16883.54,16799.41,73.92M,4460.6,4494.36,4496.67,4448.27,124.30M,6733.62,6787.07,6787.07,6716.35,585.45M,10966.7,11058.1,11069.5,10890.2,340.43M,4379.76,4341.82,4383.55,4339.41,422.56M,15266.61,15297.24,15347.88,15265.71,108.40K,,,,,,,,,,,,,,,,732.85,735.94,737.46,730.47,-,1141.47,1138.16,1143.69,1135.95,-,377.66,378.41,379.17,377.12,-,55.13,55.27,55.45,55.06,-,826.52,828.16,829.82,825.34,-,159.08,159.31,159.61,158.72,-,1380.5,1393.74,1393.82,1375.26,76.03M,6982.74,6830.47,7039.33,6830.39,1.08B,8581.96,8634.06,8641.13,8558.18,44.92M,3252.31,3272.49,3274.92,3243.25,69.12M,11.59,12.31,12.33,11.37,-
2014-06-26,9804.9,9894.55,9898.38,9749.75,94.93M,16846.13,16866.81,16872.52,16746.09,63.65M,4439.63,4470.78,4473.43,4412.18,105.96M,6735.12,6733.62,6753.25,6701.59,902.55M,10989.0,11006.0,11046.4,10910.8,237.04M,4379.05,4379.44,4379.8,4347.45,360.13M,15308.49,15320.13,15345.12,15278.22,105.42K,,,,,,,,,,,,,,,,737.26,735.19,738.78,733.59,-,1138.67,1141.47,1141.8,1138.67,-,376.74,377.65,377.69,376.74,-,54.99,55.13,55.14,54.99,-,824.5,826.49,826.57,824.5,-,158.74,159.06,159.06,158.74,-,1372.38,1380.39,1383.16,1369.65,58.57M,6969.17,6983.54,7008.8,6940.41,417.66M,8541.28,8585.35,8592.41,8520.2,57.67M,3233.19,3255.69,3261.38,3215.72,59.41M,11.63,11.51,12.51,11.5,-
2014-06-27,9815.17,9818.46,9836.68,9791.13,63.25M,16851.84,16846.9,16862.73,16773.84,137.69M,4436.99,4447.17,4461.47,4426.59,91.03M,6757.77,6735.12,6767.63,6735.12,516.99M,10959.9,11010.2,11059.8,10924.2,172.85M,4397.93,4371.8,4398.85,4371.6,1.13B,15095.0,15290.75,15293.82,15027.31,130.96K,,,,,,,,,,,,,,,,739.17,737.23,740.62,735.47,-,1142.77,1138.67,1142.77,1136.87,-,378.08,376.74,378.08,376.74,-,55.22,54.99,55.22,54.99,-,827.44,824.49,827.44,824.49,-,158.95,158.74,158.95,158.68,-,1379.02,1374.36,1379.02,1372.7,54.24M,6853.92,6970.85,6970.85,6807.79,472.06M,8562.11,8544.85,8562.11,8528.57,41.70M,3227.85,3237.16,3248.93,3221.04,41.91M,11.26,11.72,12.04,11.19,-
2014-06-30,9833.07,9833.85,9889.49,9800.08,66.65M,16826.6,16852.49,16871.27,16801.94,90.36M,4422.84,4443.03,4457.57,4407.18,101.10M,6743.94,6757.77,6777.11,6730.45,614.34M,10923.5,10975.6,10996.3,10850.6,198.88M,4408.18,4398.37,4417.46,4396.59,493.49M,15162.1,15159.45,15177.87,15052.34,102.01K,,,,,,,,,,,,,,,,740.82,741.6,743.87,737.32,-,1135.98,1143.75,1144.31,1135.98,-,379.57,378.08,379.57,377.29,-,55.5,55.25,55.5,55.09,-,830.7,827.44,830.7,825.71,-,158.96,158.95,158.96,158.78,-,1376.81,1380.21,1384.13,1375.04,58.72M,6802.2,6854.9,6881.03,6780.4,779.08M,8554.52,8557.52,8593.34,8531.74,38.59M,3228.24,3230.28,3247.34,3211.5,52.10M,11.57,11.75,11.81,11.3,-
2014-07-01,9902.41,9853.74,9902.41,9835.74,54.52M,16956.07,16828.53,16998.7,16828.53,74.05M,4461.12,4438.77,4462.43,4430.26,104.76M,6802.92,6743.94,6805.9,6743.94,513.05M,11007.8,10954.5,11007.8,10911.9,271.83M,4458.65,4424.71,4471.6,4424.43,490.57M,15326.2,15179.64,15389.08,15145.87,137.46K,,,,,,,,,,,,,,,,743.36,741.6,743.88,738.7,-,1128.51,1135.73,1136.25,1128.51,-,377.09,379.4,379.67,377.09,-,55.04,55.47,55.51,55.04,-,825.28,830.32,830.91,825.28,-,158.91,158.96,159.09,158.69,-,1384.36,1377.87,1384.36,1372.88,63.19M,6901.18,6844.18,6901.18,6704.82,2.39B,8607.97,8571.81,8622.33,8569.01,42.75M,3258.71,3234.74,3258.93,3234.3,53.12M,11.15,11.28,11.42,10.92,-
2014-07-02,9911.27,9913.0,9936.39,9890.11,70.23M,16976.24,16949.71,16986.63,16949.71,57.84M,4444.72,4460.62,4467.79,4436.11,131.94M,6816.37,6802.92,6829.49,6796.61,479.50M,11016.2,11009.0,11037.5,10955.2,206.19M,4457.73,4457.86,4466.92,4450.87,386.49M,15369.97,15406.23,15444.63,15354.91,116.83K,,,,,,,,,,,,,,,,748.79,746.72,749.6,744.38,-,1118.67,1125.82,1125.82,1117.69,-,374.3,376.65,376.66,374.14,-,54.64,54.95,54.95,54.58,-,819.16,824.31,824.32,818.81,-,157.67,158.9,159.01,157.67,-,1388.11,1385.77,1390.02,1384.71,55.06M,6898.73,6882.15,6912.23,6761.1,872.58M,8607.2,8615.2,8642.14,8596.2,33.73M,3252.25,3257.88,3265.69,3243.04,46.79M,10.82,11.18,11.18,10.56,-
2014-07-03,10029.43,9910.47,10032.28,9907.01,78.29M,17068.26,16979.0,17074.65,16979.0,66.80M,4489.88,4446.7,4490.72,4437.36,110.97M,6865.21,6816.37,6866.56,6815.45,523.96M,11090.0,11001.7,11100.2,10958.1,231.68M,4485.93,4472.89,4485.93,4463.85,296.07M,15348.29,15435.34,15435.34,15324.32,114.23K,,,,,,,,,,,,,,,,750.64,751.0,752.0,746.88,-,1116.45,1118.34,1118.34,1112.04,-,378.47,374.22,378.74,374.22,-,55.43,54.64,55.5,54.64,-,828.29,818.98,828.88,818.98,-,157.69,157.53,157.75,157.32,-,1409.44,1390.46,1409.44,1390.01,87.33M,6887.9,6883.87,6939.61,6861.44,1.08B,8694.32,8612.68,8695.8,8604.87,40.85M,3289.75,3251.63,3289.82,3246.38,52.68M,10.32,10.47,10.76,10.28,-
2014-07-04,10009.08,10028.71,10030.81,10007.4,52.05M,,,,,,4468.98,4482.22,4489.81,4468.98,65.87M,6866.05,6865.21,6875.31,6856.35,329.36M,11009.4,11082.7,11084.0,11004.8,151.36M,,,,,,15437.13,15490.37,15490.37,15420.07,108.85K,,,,,,,,,,,,,,,,747.84,750.84,750.84,747.59,-,1123.3,1116.94,1125.9,1116.94,-,380.38,378.47,380.89,378.47,-,55.7,55.45,55.83,55.45,-,832.48,828.29,833.57,828.29,-,158.58,157.69,158.59,157.69,-,1399.94,1408.71,1409.17,1399.94,49.27M,6831.57,6860.35,6876.0,6780.81,878.37M,8678.22,8687.63,8707.78,8677.34,21.51M,3270.47,3286.07,3286.07,3270.47,37.89M,,,,,
2014-07-07,9906.07,9992.13,10015.36,9905.6,60.51M,17024.21,17063.83,17063.83,16992.45,61.48M,4405.76,4453.76,4463.06,4404.24,86.25M,6823.51,6866.05,6866.37,6817.6,387.94M,10888.5,10986.0,11005.2,10874.5,159.94M,4451.53,4477.74,4478.02,4447.6,424.55M,15379.44,15433.49,15477.77,15379.44,84.04K,,,,,,,,,,,,,,,,743.53,747.31,747.31,742.58,-,1122.02,1123.65,1124.38,1119.13,-,382.52,380.38,383.77,379.44,-,56.23,55.76,56.54,55.71,-,837.14,832.48,839.89,830.4,-,157.42,158.0,158.0,156.54,-,1397.11,1399.39,1404.68,1396.35,50.36M,6714.35,6846.77,6879.54,6688.58,611.30M,8612.77,8666.99,8675.27,8602.66,36.71M,3230.92,3264.21,3269.32,3230.92,32.64M,11.33,11.15,11.54,11.01,-
2014-07-08,9772.67,9918.27,9920.78,9772.14,85.87M,16906.62,17022.09,17022.09,16874.79,75.25M,4342.53,4418.17,4423.78,4342.5,108.09M,6738.45,6823.51,6831.02,6738.45,660.68M,10689.1,10898.7,10920.9,10663.0,348.81M,4391.46,4442.87,4443.56,4372.04,540.90M,15314.41,15304.27,15389.89,15225.11,117.72K,,,,,,,,,,,,,,,,734.65,744.51,745.84,732.63,-,1126.17,1121.86,1126.17,1120.43,-,379.76,382.52,383.18,378.94,-,55.73,56.36,56.36,55.62,-,831.12,837.15,838.59,829.32,-,157.19,157.43,157.5,156.45,-,1381.59,1398.56,1399.88,1381.59,60.26M,6510.32,6691.13,6713.18,6503.52,497.79M,8554.51,8611.49,8617.94,8554.51,40.55M,3184.38,3236.4,3239.82,3184.38,63.95M,11.98,11.72,12.51,11.72,-
2014-07-09,9808.2,9789.05,9817.47,9752.79,73.59M,16985.61,16916.83,16998.95,16913.81,67.12M,4359.84,4353.53,4362.56,4329.14,100.39M,6718.04,6738.45,6740.82,6692.77,601.51M,10746.9,10736.4,10771.0,10680.9,264.37M,4419.03,4403.03,4421.93,4388.01,414.26M,15302.65,15194.32,15302.65,15185.32,118.30K,,,,,,,,,,,,,,,,729.81,734.63,737.27,726.73,-,1121.69,1125.85,1126.64,1121.69,-,377.96,379.79,380.57,377.96,-,55.43,55.69,55.87,55.43,-,827.17,831.17,832.87,827.17,-,156.75,157.24,157.42,156.75,-,1379.77,1383.72,1385.43,1376.68,49.52M,6371.43,6490.25,6491.58,6339.99,613.53M,8539.71,8561.47,8562.72,8506.27,34.57M,3203.1,3189.94,3206.47,3185.2,52.08M,11.65,11.74,12.05,11.5,-
2014-07-10,9659.13,9807.25,9807.25,9617.59,96.88M,16915.07,16980.35,16980.35,16805.38,67.51M,4301.26,4357.77,4357.77,4277.58,133.56M,6672.37,6718.04,6724.8,6643.62,764.87M,10533.6,10743.6,10743.6,10423.6,378.31M,4396.2,4352.03,4415.85,4351.04,409.74M,15216.47,15318.3,15326.78,15215.43,112.88K,,,,,,,,,,,,,,,,726.13,731.94,732.87,721.16,-,1120.93,1121.69,1124.43,1120.69,-,376.84,377.96,378.7,376.84,-,55.44,55.43,55.54,55.43,-,824.72,827.17,828.79,824.72,-,154.68,156.75,157.26,154.68,-,1357.82,1379.09,1379.09,1355.55,74.19M,6105.24,6331.82,6338.86,6075.7,867.00M,8474.23,8536.77,8545.02,8431.07,55.61M,3150.59,3201.72,3201.72,3132.87,76.49M,12.59,13.22,13.23,12.05,-
